latitude,longitude,bright_ti4,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_ti5,frp,daynight
32.58115,71.45813,339.2,0.39,0.59,2020-06-02,0730,N,VIIRS,n,2.0NRT,301.5,4.5,D
32.58219,71.46219,337.9,0.39,0.59,2020-06-02,0730,N,VIIRS,n,2.0NRT,300.9,4.5,D
32.5842,71.44851,334.1,0.39,0.59,2020-06-02,0730,N,VIIRS,n,2.0NRT,296.1,1.5,D
32.58522,71.45261,331.1,0.39,0.59,2020-06-02,0730,N,VIIRS,n,2.0NRT,297.9,1.5,D
30.98405,74.38329,331.2,0.58,0.52,2020-06-02,0730,N,VIIRS,n,2.0NRT,299.1,4.6,D
32.58092,71.45853,338,0.39,0.59,2020-06-02,0730,N,VIIRS,n,2.0NRT,301.4,3.5,D
32.58194,71.4626,337.6,0.39,0.59,2020-06-02,0730,N,VIIRS,n,2.0NRT,301.4,3.5,D
32.28921,75.35419,330.3,0.48,0.48,2020-06-02,0730,N,VIIRS,n,2.0NRT,296.8,2.8,D
31.00104,71.58139,340.8,0.42,0.61,2020-06-02,0730,N,VIIRS,n,2.0NRT,297.9,3.6,D
32.5799,71.45444,336.9,0.39,0.59,2020-06-02,0730,N,VIIRS,n,2.0NRT,300.2,5.9,D
30.93156,74.4183,340.1,0.58,0.52,2020-06-02,0730,N,VIIRS,n,2.0NRT,302.7,5.5,D
30.98328,74.38316,330.9,0.58,0.52,2020-06-02,0730,N,VIIRS,n,2.0NRT,299.5,5.6,D
32.68079,71.36806,332.9,0.39,0.59,2020-06-02,0730,N,VIIRS,n,2.0NRT,299.5,1.7,D
32.7371,71.49863,334.7,0.38,0.59,2020-06-02,0730,N,VIIRS,n,2.0NRT,298.5,1.6,D
30.60798,74.12134,343,0.61,0.53,2020-06-02,0730,N,VIIRS,n,2.0NRT,303.2,6.6,D
30.63449,74.14683,341.4,0.61,0.53,2020-06-02,0730,N,VIIRS,n,2.0NRT,303,6.3,D
32.58438,71.44816,332.3,0.39,0.59,2020-06-02,0730,N,VIIRS,n,2.0NRT,295.8,4.4,D
32.58011,71.45406,337.5,0.39,0.59,2020-06-02,0730,N,VIIRS,n,2.0NRT,300.5,4.4,D
28.34951,68.96658,335,0.37,0.58,2020-06-02,0906,N,VIIRS,n,2.0NRT,303.1,1.5,D
28.40208,69.41456,353.4,0.39,0.59,2020-06-02,0906,N,VIIRS,n,2.0NRT,305.2,4.4,D
28.40176,69.41048,338.7,0.39,0.59,2020-06-02,0906,N,VIIRS,n,2.0NRT,303.8,4.4,D
28.40104,69.4119,367,0.39,0.59,2020-06-02,0906,N,VIIRS,h,2.0NRT,305,9.5,D
32.54646,71.43427,332.2,0.56,0.69,2020-06-02,0906,N,VIIRS,n,2.0NRT,297.8,8.4,D
32.57278,71.44529,339.3,0.56,0.69,2020-06-02,0906,N,VIIRS,n,2.0NRT,298.8,4.2,D
32.57355,71.44626,344.6,0.56,0.69,2020-06-02,0906,N,VIIRS,n,2.0NRT,298.6,9,D
24.40328,68.90746,335.3,0.33,0.55,2020-06-02,0906,N,VIIRS,n,2.0NRT,301.9,2.4,D
24.80114,68.75039,336.8,0.32,0.55,2020-06-02,0906,N,VIIRS,n,2.0NRT,302,2.6,D
24.90842,66.70901,344.1,0.49,0.48,2020-06-02,0906,N,VIIRS,n,2.0NRT,303.3,11.1,D
27.92425,68.24329,343.1,0.33,0.55,2020-06-02,0906,N,VIIRS,n,2.0NRT,301.8,2.9,D
28.46503,69.09086,313.1,0.47,0.48,2020-06-02,2130,N,VIIRS,n,2.0NRT,293.4,2.1,N
27.79461,67.87044,310.4,0.41,0.45,2020-06-02,2130,N,VIIRS,n,2.0NRT,295.7,0.8,N
27.83244,67.95908,321.6,0.42,0.45,2020-06-02,2130,N,VIIRS,n,2.0NRT,295,2.4,N
27.987,67.88322,310.9,0.41,0.45,2020-06-02,2130,N,VIIRS,n,2.0NRT,295.3,0.9,N
27.88598,68.4056,305.8,0.44,0.46,2020-06-02,2130,N,VIIRS,n,2.0NRT,294.4,2.1,N
27.88478,68.40777,307.2,0.44,0.46,2020-06-02,2130,N,VIIRS,n,2.0NRT,294.2,2.4,N
27.92791,68.34949,308.2,0.44,0.46,2020-06-02,2130,N,VIIRS,n,2.0NRT,294.5,0.8,N
28.08629,67.74421,324.2,0.4,0.44,2020-06-02,2130,N,VIIRS,n,2.0NRT,295.5,2.2,N
28.02188,68.42278,324,0.44,0.46,2020-06-02,2130,N,VIIRS,n,2.0NRT,294.2,3.1,N
28.15199,67.87508,307.4,0.41,0.45,2020-06-02,2130,N,VIIRS,n,2.0NRT,295.5,0.5,N
28.1334,67.98753,311.9,0.41,0.45,2020-06-02,2130,N,VIIRS,n,2.0NRT,295.3,0.7,N
28.16144,67.93378,308.2,0.41,0.45,2020-06-02,2130,N,VIIRS,n,2.0NRT,295.8,0.6,N
28.17446,67.93282,311.1,0.41,0.45,2020-06-02,2130,N,VIIRS,n,2.0NRT,295.8,1.2,N
28.19537,67.99931,321.1,0.41,0.45,2020-06-02,2130,N,VIIRS,n,2.0NRT,295.8,2.1,N
28.19697,68.00335,319,0.41,0.45,2020-06-02,2130,N,VIIRS,n,2.0NRT,295.5,2.7,N
28.19783,67.99921,337.9,0.41,0.45,2020-06-02,2130,N,VIIRS,n,2.0NRT,296.4,2.8,N
28.20191,68.00027,312.6,0.41,0.45,2020-06-02,2130,N,VIIRS,n,2.0NRT,295.8,2.8,N
28.20958,67.96302,332.8,0.41,0.45,2020-06-02,2130,N,VIIRS,n,2.0NRT,296,2.5,N
28.16629,68.23532,307.8,0.43,0.46,2020-06-02,2130,N,VIIRS,n,2.0NRT,294.1,0.8,N
28.20634,68.20981,305.5,0.42,0.45,2020-06-02,2130,N,VIIRS,n,2.0NRT,294.4,0.3,N
28.33976,68.06935,320,0.41,0.45,2020-06-02,2130,N,VIIRS,n,2.0NRT,294.9,1.7,N
28.36031,68.05278,307.3,0.41,0.45,2020-06-02,2130,N,VIIRS,n,2.0NRT,294.7,0.6,N
28.36,68.09669,306.6,0.41,0.45,2020-06-02,2130,N,VIIRS,n,2.0NRT,294.5,0.5,N
28.4113,67.90559,318.7,0.4,0.45,2020-06-02,2130,N,VIIRS,n,2.0NRT,294.9,1.4,N
28.38726,68.04671,310.6,0.41,0.45,2020-06-02,2130,N,VIIRS,n,2.0NRT,294.6,1.2,N
28.42885,67.96041,306.4,0.41,0.45,2020-06-02,2130,N,VIIRS,n,2.0NRT,294.3,0.8,N
28.40564,68.0938,320.1,0.41,0.45,2020-06-02,2130,N,VIIRS,n,2.0NRT,294,3.1,N
28.44838,67.94825,307.1,0.41,0.45,2020-06-02,2130,N,VIIRS,n,2.0NRT,294.7,0.5,N
28.41413,68.22018,323.3,0.42,0.45,2020-06-02,2130,N,VIIRS,n,2.0NRT,293.7,3.4,N
28.43997,68.09402,322.7,0.41,0.45,2020-06-02,2130,N,VIIRS,n,2.0NRT,294.3,2.3,N
28.44405,68.09509,305.6,0.41,0.45,2020-06-02,2130,N,VIIRS,n,2.0NRT,293.7,2.3,N
28.44897,68.092,320.7,0.41,0.45,2020-06-02,2130,N,VIIRS,n,2.0NRT,294.1,2.4,N
28.33356,68.67374,327.2,0.45,0.47,2020-06-02,2130,N,VIIRS,n,2.0NRT,293.9,3.4,N
28.4622,68.06914,334.9,0.41,0.45,2020-06-02,2130,N,VIIRS,n,2.0NRT,294.5,2.6,N
28.50333,67.97123,310.4,0.41,0.45,2020-06-02,2130,N,VIIRS,n,2.0NRT,294.6,1.1,N
28.51008,68.28393,334.6,0.42,0.45,2020-06-02,2130,N,VIIRS,n,2.0NRT,293.6,4.3,N
28.37139,68.99226,315.7,0.47,0.47,2020-06-02,2130,N,VIIRS,n,2.0NRT,293.9,1.7,N
28.40649,68.82528,309.4,0.45,0.47,2020-06-02,2130,N,VIIRS,n,2.0NRT,293.4,1.1,N
28.38294,68.98053,308.3,0.46,0.47,2020-06-02,2130,N,VIIRS,n,2.0NRT,293.7,1.1,N
28.38392,68.97585,308.7,0.46,0.47,2020-06-02,2130,N,VIIRS,n,2.0NRT,293.7,1.1,N
28.52582,68.41962,306.3,0.43,0.46,2020-06-02,2130,N,VIIRS,n,2.0NRT,294,2.4,N
28.55792,68.28315,320.4,0.42,0.45,2020-06-02,2130,N,VIIRS,n,2.0NRT,292.7,3.5,N
28.44626,69.39806,306.7,0.49,0.49,2020-06-02,2130,N,VIIRS,n,2.0NRT,294,1.2,N
28.44829,69.39997,304.5,0.49,0.49,2020-06-02,2130,N,VIIRS,n,2.0NRT,293.8,1,N
32.2904,70.74106,306.8,0.49,0.48,2020-06-02,2130,N,VIIRS,n,2.0NRT,292.6,2.5,N
33.24274,71.52034,303.7,0.51,0.5,2020-06-02,2130,N,VIIRS,n,2.0NRT,286.1,2.8,N
33.81488,72.71891,300.2,0.58,0.52,2020-06-02,2130,N,VIIRS,n,2.0NRT,288.2,0.7,N
33.82924,72.83051,300.5,0.59,0.53,2020-06-02,2130,N,VIIRS,n,2.0NRT,288.7,1,N
33.89159,72.83852,298.5,0.59,0.53,2020-06-02,2130,N,VIIRS,n,2.0NRT,287.2,0.4,N
27.18943,67.63778,312.4,0.41,0.45,2020-06-02,2136,N,VIIRS,n,2.0NRT,296.1,1.6,N
27.1886,67.64188,318.8,0.41,0.45,2020-06-02,2136,N,VIIRS,n,2.0NRT,296.2,1.6,N
27.17399,67.62955,312.4,0.41,0.45,2020-06-02,2136,N,VIIRS,n,2.0NRT,296.1,1.4,N
27.17519,67.6314,312.7,0.41,0.45,2020-06-02,2136,N,VIIRS,n,2.0NRT,296.7,1.6,N
27.74174,67.94974,315.7,0.42,0.45,2020-06-02,2136,N,VIIRS,n,2.0NRT,296.2,1,N
27.69326,67.84946,310.3,0.41,0.45,2020-06-02,2136,N,VIIRS,n,2.0NRT,295.4,1.1,N
27.5257,68.11085,311.5,0.43,0.46,2020-06-02,2136,N,VIIRS,n,2.0NRT,296.5,1.4,N
27.49865,67.87769,321.7,0.42,0.45,2020-06-02,2136,N,VIIRS,n,2.0NRT,295.8,1.7,N
27.53461,67.51199,310.6,0.4,0.44,2020-06-02,2136,N,VIIRS,n,2.0NRT,296.3,0.6,N
28.27556,62.5712,313.1,0.39,0.36,2020-06-02,2136,N,VIIRS,n,2.0NRT,295.4,1,N
27.21537,67.84981,310.7,0.42,0.45,2020-06-02,2136,N,VIIRS,n,2.0NRT,296.1,1.2,N
27.74076,67.97601,318.8,0.42,0.45,2020-06-02,2136,N,VIIRS,n,2.0NRT,296.1,1.3,N
27.72936,67.81961,315.8,0.41,0.45,2020-06-02,2136,N,VIIRS,n,2.0NRT,295.4,1.2,N
27.70195,67.89103,306.8,0.42,0.45,2020-06-02,2136,N,VIIRS,n,2.0NRT,295.6,1,N
30.80589,74.30128,335.3,0.55,0.68,2020-06-03,0712,N,VIIRS,n,2.0NRT,295.9,11.3,D
30.80437,74.29562,343.7,0.55,0.68,2020-06-03,0712,N,VIIRS,n,2.0NRT,296.9,6.4,D
30.80873,73.85656,338.5,0.58,0.7,2020-06-03,0712,N,VIIRS,n,2.0NRT,293.3,6,D
30.80902,73.85386,332.2,0.58,0.7,2020-06-03,0712,N,VIIRS,n,2.0NRT,292.6,4.1,D
32.95971,74.42135,330.1,0.48,0.65,2020-06-03,0712,N,VIIRS,n,2.0NRT,295.2,4.1,D
32.13745,71.18404,338.4,0.75,0.77,2020-06-03,0712,N,VIIRS,n,2.0NRT,287.4,8.8,D
32.14021,71.18168,339.6,0.75,0.77,2020-06-03,0712,N,VIIRS,n,2.0NRT,287.9,6.1,D
28.25794,67.83533,343.3,0.5,0.41,2020-06-03,0848,N,VIIRS,n,2.0NRT,311,6.3,D
28.40144,69.0023,336.4,0.39,0.44,2020-06-03,0848,N,VIIRS,l,2.0NRT,309.1,4.1,D
28.49678,69.46199,343.8,0.41,0.45,2020-06-03,0848,N,VIIRS,n,2.0NRT,305.9,3.9,D
28.36148,68.09302,350.9,0.52,0.41,2020-06-03,0848,N,VIIRS,n,2.0NRT,312.6,25.5,D
28.46402,68.94129,337.8,0.38,0.43,2020-06-03,0848,N,VIIRS,l,2.0NRT,308.4,3.4,D
28.46357,68.93736,344.6,0.38,0.43,2020-06-03,0848,N,VIIRS,n,2.0NRT,308.2,3.4,D
28.39196,68.02387,342.6,0.51,0.41,2020-06-03,0848,N,VIIRS,n,2.0NRT,311.7,8.3,D
28.39133,68.02683,342.5,0.51,0.41,2020-06-03,0848,N,VIIRS,n,2.0NRT,311.8,8.4,D
28.3894,67.87802,342.5,0.51,0.41,2020-06-03,0848,N,VIIRS,n,2.0NRT,309.4,7.8,D
28.4278,68.14033,344,0.52,0.42,2020-06-03,0848,N,VIIRS,n,2.0NRT,310.8,4.4,D
28.39389,67.85098,341.7,0.5,0.41,2020-06-03,0848,N,VIIRS,n,2.0NRT,308.7,7.5,D
28.42976,68.12372,340.6,0.52,0.42,2020-06-03,0848,N,VIIRS,n,2.0NRT,309.1,3.3,D
28.43468,67.90291,352.8,0.51,0.41,2020-06-03,0848,N,VIIRS,n,2.0NRT,310.4,14,D
28.43847,67.90234,343.2,0.51,0.41,2020-06-03,0848,N,VIIRS,n,2.0NRT,310,9.5,D
28.52408,68.04816,343.8,0.52,0.41,2020-06-03,0848,N,VIIRS,n,2.0NRT,312,5.6,D
28.52346,68.04285,341,0.52,0.41,2020-06-03,0848,N,VIIRS,n,2.0NRT,311,5.6,D
28.6381,68.45265,347.3,0.54,0.42,2020-06-03,0848,N,VIIRS,n,2.0NRT,312.6,13.2,D
29.8495,69.1621,339.9,0.41,0.45,2020-06-03,0848,N,VIIRS,l,2.0NRT,311.5,3.9,D
30.81691,74.31053,330.9,0.42,0.61,2020-06-03,0848,N,VIIRS,n,2.0NRT,299.7,1.9,D
30.8936,74.51152,332.8,0.43,0.62,2020-06-03,0848,N,VIIRS,n,2.0NRT,293.5,2.4,D
30.89382,74.51058,335,0.43,0.62,2020-06-03,0848,N,VIIRS,n,2.0NRT,293.2,5.7,D
31.56784,74.60355,334.2,0.45,0.63,2020-06-03,0848,N,VIIRS,n,2.0NRT,297.3,4.2,D
31.57369,74.60311,343.7,0.45,0.63,2020-06-03,0848,N,VIIRS,n,2.0NRT,297.2,4.2,D
31.85228,74.49748,335.5,0.44,0.62,2020-06-03,0848,N,VIIRS,n,2.0NRT,295.3,4.6,D
31.85704,74.49543,330.9,0.44,0.62,2020-06-03,0848,N,VIIRS,n,2.0NRT,293,4.9,D
31.85161,74.20812,343.3,0.42,0.61,2020-06-03,0848,N,VIIRS,n,2.0NRT,296.7,4.2,D
32.29683,73.45953,338,0.39,0.59,2020-06-03,0848,N,VIIRS,n,2.0NRT,293.4,1.9,D
32.02971,74.64521,332.1,0.45,0.63,2020-06-03,0848,N,VIIRS,n,2.0NRT,296.8,3.6,D
31.93917,74.78913,332.3,0.46,0.64,2020-06-03,0848,N,VIIRS,n,2.0NRT,299.2,3.7,D
31.86804,74.38472,332.9,0.43,0.62,2020-06-03,0848,N,VIIRS,n,2.0NRT,296.1,7.3,D
31.86832,74.38945,367,0.44,0.62,2020-06-03,0848,N,VIIRS,h,2.0NRT,296.4,7.3,D
24.80464,68.83728,339.8,0.52,0.41,2020-06-03,0848,N,VIIRS,n,2.0NRT,308.3,8.1,D
24.71406,67.56886,341.8,0.45,0.39,2020-06-03,0848,N,VIIRS,n,2.0NRT,309.8,8.1,D
27.32175,67.88568,346.2,0.49,0.41,2020-06-03,0848,N,VIIRS,n,2.0NRT,308.2,11.8,D
27.51114,67.90496,341,0.5,0.41,2020-06-03,0848,N,VIIRS,n,2.0NRT,306.6,6.9,D
27.73202,67.95448,342.5,0.5,0.41,2020-06-03,0848,N,VIIRS,n,2.0NRT,308.8,9.9,D
27.73508,67.88665,338.7,0.5,0.41,2020-06-03,0848,N,VIIRS,n,2.0NRT,307.1,7,D
27.73541,67.88386,340,0.5,0.41,2020-06-03,0848,N,VIIRS,n,2.0NRT,307.6,5.6,D
27.8996,68.82076,341.5,0.56,0.43,2020-06-03,0848,N,VIIRS,n,2.0NRT,310.2,14.5,D
27.94956,68.85173,339,0.56,0.43,2020-06-03,0848,N,VIIRS,n,2.0NRT,308.4,10.9,D
27.98606,67.898,343.1,0.5,0.41,2020-06-03,0848,N,VIIRS,n,2.0NRT,308.7,7.1,D
28.08113,68.6414,342.2,0.55,0.43,2020-06-03,0848,N,VIIRS,n,2.0NRT,311.3,11.1,D
28.2082,69.47913,333.7,0.41,0.45,2020-06-03,0848,N,VIIRS,l,2.0NRT,305.7,1.3,D
28.1503,67.99107,341.7,0.51,0.41,2020-06-03,0848,N,VIIRS,n,2.0NRT,308.7,10.7,D
28.13019,67.79497,340.3,0.5,0.41,2020-06-03,0848,N,VIIRS,n,2.0NRT,309.6,8,D
28.182,67.87302,349.7,0.5,0.41,2020-06-03,0848,N,VIIRS,n,2.0NRT,309.9,6.8,D
28.3769,69.00611,345.2,0.39,0.44,2020-06-03,0848,N,VIIRS,n,2.0NRT,309.3,7.5,D
28.38363,69.02932,336.4,0.39,0.44,2020-06-03,0848,N,VIIRS,l,2.0NRT,308.4,5.1,D
28.34858,68.6555,342.2,0.55,0.43,2020-06-03,0848,N,VIIRS,n,2.0NRT,309.8,9.9,D
28.25418,67.8359,348.3,0.5,0.41,2020-06-03,0848,N,VIIRS,n,2.0NRT,311.4,6.3,D
27.75917,68.02412,332.7,0.4,0.37,2020-06-03,2112,N,VIIRS,n,2.0NRT,296.7,3,N
25.15664,66.78483,308.8,0.39,0.36,2020-06-03,2112,N,VIIRS,n,2.0NRT,294,0.9,N
25.04976,67.4927,312,0.4,0.37,2020-06-03,2112,N,VIIRS,n,2.0NRT,298.1,0.8,N
25.1583,67.70272,310.7,0.41,0.37,2020-06-03,2112,N,VIIRS,n,2.0NRT,298.7,0.9,N
27.53464,67.51579,309.7,0.39,0.36,2020-06-03,2112,N,VIIRS,n,2.0NRT,296.6,0.4,N
27.69527,67.92052,308,0.4,0.37,2020-06-03,2112,N,VIIRS,n,2.0NRT,296.3,0.7,N
27.73915,67.97833,312.3,0.4,0.37,2020-06-03,2112,N,VIIRS,n,2.0NRT,296.4,1,N
27.76594,67.9219,312.8,0.4,0.37,2020-06-03,2112,N,VIIRS,n,2.0NRT,295.8,1.4,N
27.77728,67.97816,329.6,0.4,0.37,2020-06-03,2112,N,VIIRS,n,2.0NRT,295.9,2.8,N
27.77795,67.97416,332.5,0.4,0.37,2020-06-03,2112,N,VIIRS,n,2.0NRT,296.7,2.8,N
27.91477,68.18467,313,0.4,0.37,2020-06-03,2112,N,VIIRS,n,2.0NRT,295.4,0.8,N
27.86572,68.51215,316.2,0.41,0.37,2020-06-03,2112,N,VIIRS,n,2.0NRT,295.4,3.3,N
28.00723,67.67478,309.3,0.39,0.36,2020-06-03,2112,N,VIIRS,n,2.0NRT,296,0.8,N
28.01055,67.67548,311,0.39,0.36,2020-06-03,2112,N,VIIRS,n,2.0NRT,296.2,0.6,N
28.006,67.72369,311.5,0.39,0.36,2020-06-03,2112,N,VIIRS,n,2.0NRT,295.9,1,N
28.00666,67.71973,314.2,0.39,0.36,2020-06-03,2112,N,VIIRS,n,2.0NRT,296.3,1.4,N
28.02061,67.71857,322.5,0.39,0.36,2020-06-03,2112,N,VIIRS,n,2.0NRT,296.6,1.5,N
27.94169,68.35456,331.9,0.4,0.37,2020-06-03,2112,N,VIIRS,n,2.0NRT,296.4,3.7,N
27.95179,68.35675,313,0.4,0.37,2020-06-03,2112,N,VIIRS,n,2.0NRT,295.6,0.8,N
28.08509,67.73489,308.4,0.39,0.36,2020-06-03,2112,N,VIIRS,n,2.0NRT,295.2,0.6,N
28.08842,67.73559,314.3,0.39,0.36,2020-06-03,2112,N,VIIRS,n,2.0NRT,295.8,0.9,N
28.10356,67.66503,322.7,0.39,0.36,2020-06-03,2112,N,VIIRS,n,2.0NRT,296.2,1.9,N
