latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_t31,frp,daynight
25.09292,83.99152,326.6,0.76,0.77,2019-12-04,0630,1,VIIRS,n,2.0NRT,296.2,7,D
25.09306,83.99651,329.3,0.76,0.77,2019-12-04,0630,1,VIIRS,n,2.0NRT,296.2,4.3,D
27.6317,94.938,343.1,0.46,0.39,2019-12-04,0630,1,VIIRS,n,2.0NRT,300.9,12.9,D
25.24643,84.0174,329.3,0.75,0.77,2019-12-04,0630,1,VIIRS,n,2.0NRT,297.3,4.4,D
25.211,83.75195,331.1,0.78,0.78,2019-12-04,0630,1,VIIRS,n,2.0NRT,296.3,4.3,D
25.32185,83.80405,331.2,0.77,0.77,2019-12-04,0630,1,VIIRS,n,2.0NRT,296.1,5.3,D
28.07866,95.4712,326.7,0.44,0.38,2019-12-04,0630,1,VIIRS,n,2.0NRT,296.4,2.2,D
26.43048,87.41194,332.6,0.44,0.62,2019-12-04,0630,1,VIIRS,n,2.0NRT,295.7,2.4,D
26.54731,87.84922,332.4,0.41,0.61,2019-12-04,0630,1,VIIRS,n,2.0NRT,296.1,5.8,D
28.18576,95.72878,329.1,0.43,0.38,2019-12-04,0630,1,VIIRS,l,2.0NRT,299.2,1.2,D
22.5249,87.4393,333.6,0.53,0.67,2019-12-04,0630,1,VIIRS,n,2.0NRT,296.4,4.1,D
22.65985,87.54797,332.9,0.52,0.67,2019-12-04,0630,1,VIIRS,n,2.0NRT,297.9,3.1,D
24.53127,94.02579,331.2,0.38,0.43,2019-12-04,0630,1,VIIRS,n,2.0NRT,294.9,2.8,D
18.85274,78.44897,336.8,0.45,0.39,2019-12-04,0806,1,VIIRS,n,2.0NRT,298.4,9.7,D
18.83434,78.25708,333.2,0.44,0.39,2019-12-04,0806,1,VIIRS,n,2.0NRT,297.5,3.3,D
18.85048,78.08475,330.2,0.44,0.38,2019-12-04,0806,1,VIIRS,n,2.0NRT,297,4.6,D
18.9777,79.00217,332.2,0.48,0.4,2019-12-04,0806,1,VIIRS,n,2.0NRT,299.1,2.5,D
19.24382,78.24486,333.2,0.45,0.39,2019-12-04,0806,1,VIIRS,n,2.0NRT,299.7,3.4,D
18.77757,73.11213,332.6,0.42,0.38,2019-12-04,0806,1,VIIRS,n,2.0NRT,281.4,4.1,D
18.88586,72.95753,334.1,0.43,0.38,2019-12-04,0806,1,VIIRS,n,2.0NRT,297.1,5.3,D
19.44049,74.77782,338.3,0.39,0.36,2019-12-04,0806,1,VIIRS,n,2.0NRT,297.1,4.9,D
20.79156,85.25437,333.5,0.41,0.61,2019-12-04,0806,1,VIIRS,n,2.0NRT,300.6,3.8,D
20.82761,85.17222,327.2,0.41,0.6,2019-12-04,0806,1,VIIRS,n,2.0NRT,296.1,2,D
20.86684,84.99511,343.2,0.4,0.6,2019-12-04,0806,1,VIIRS,n,2.0NRT,299.9,4.9,D
20.95722,85.18378,327,0.41,0.6,2019-12-04,0806,1,VIIRS,l,2.0NRT,301.5,3.3,D
20.96243,85.17925,341.2,0.41,0.6,2019-12-04,0806,1,VIIRS,n,2.0NRT,304.2,6.4,D
20.96207,85.1753,330.6,0.41,0.6,2019-12-04,0806,1,VIIRS,l,2.0NRT,303.3,3.9,D
20.9617,85.17136,334.1,0.41,0.6,2019-12-04,0806,1,VIIRS,n,2.0NRT,302.7,3.9,D
20.96022,85.15564,339.7,0.41,0.6,2019-12-04,0806,1,VIIRS,n,2.0NRT,301.9,4.4,D
20.74905,81.73922,341.4,0.48,0.48,2019-12-04,0806,1,VIIRS,n,2.0NRT,301.7,4,D
20.99038,80.90709,340.5,0.43,0.46,2019-12-04,0806,1,VIIRS,n,2.0NRT,301.1,2.9,D
20.99018,79.5208,334,0.54,0.42,2019-12-04,0806,1,VIIRS,n,2.0NRT,303.2,4.2,D
21.08651,79.27568,338.5,0.52,0.42,2019-12-04,0806,1,VIIRS,n,2.0NRT,303.2,3.7,D
21.08962,79.20885,333.3,0.52,0.42,2019-12-04,0806,1,VIIRS,n,2.0NRT,303.4,5.4,D
21.17115,79.27672,330.1,0.53,0.42,2019-12-04,0806,1,VIIRS,n,2.0NRT,302.1,2.1,D
21.43112,81.33844,333.4,0.47,0.47,2019-12-04,0806,1,VIIRS,n,2.0NRT,303,3.6,D
21.41612,80.4357,330.8,0.41,0.45,2019-12-04,0806,1,VIIRS,n,2.0NRT,300.8,2.9,D
21.79366,83.88542,330.3,0.34,0.56,2019-12-04,0806,1,VIIRS,l,2.0NRT,303.2,2.8,D
21.52357,81.02174,330.9,0.45,0.47,2019-12-04,0806,1,VIIRS,l,2.0NRT,301.7,3.9,D
21.79058,83.29671,333.1,0.63,0.54,2019-12-04,0806,1,VIIRS,n,2.0NRT,296.5,5.3,D
21.79101,83.29555,329.4,0.63,0.54,2019-12-04,0806,1,VIIRS,n,2.0NRT,296.3,4.4,D
21.61411,81.45622,339.8,0.48,0.48,2019-12-04,0806,1,VIIRS,n,2.0NRT,301.5,4.4,D
21.662,81.64513,331.3,0.49,0.49,2019-12-04,0806,1,VIIRS,n,2.0NRT,300.8,3.3,D
21.91809,83.3522,334.6,0.32,0.54,2019-12-04,0806,1,VIIRS,l,2.0NRT,306,3.2,D
21.9231,83.35162,332.4,0.32,0.54,2019-12-04,0806,1,VIIRS,l,2.0NRT,303.4,2.5,D
21.71556,81.36536,330,0.47,0.48,2019-12-04,0806,1,VIIRS,n,2.0NRT,302.1,2.2,D
22.02536,83.76025,329.2,0.34,0.56,2019-12-04,0806,1,VIIRS,l,2.0NRT,303.9,3.4,D
21.83291,81.89153,341,0.51,0.49,2019-12-04,0806,1,VIIRS,n,2.0NRT,300.9,4.3,D
22.03435,83.7459,341.7,0.34,0.56,2019-12-04,0806,1,VIIRS,n,2.0NRT,306,3.7,D
21.79347,81.5009,334.9,0.48,0.48,2019-12-04,0806,1,VIIRS,n,2.0NRT,301.5,3.6,D
21.27742,75.04269,331.3,0.38,0.36,2019-12-04,0806,1,VIIRS,n,2.0NRT,293.4,1.6,D
22.32695,82.68672,330,0.58,0.52,2019-12-04,0806,1,VIIRS,l,2.0NRT,304.5,4.2,D
22.33488,82.62258,329.9,0.58,0.52,2019-12-04,0806,1,VIIRS,l,2.0NRT,304.5,3.3,D
22.33311,82.60577,332.9,0.58,0.52,2019-12-04,0806,1,VIIRS,n,2.0NRT,305.1,5,D
9.85105,78.05901,329.3,0.39,0.36,2019-12-04,0806,1,VIIRS,n,2.0NRT,295.2,1.3,D
11.54956,77.55199,335.5,0.39,0.36,2019-12-04,0806,1,VIIRS,n,2.0NRT,296.8,3.5,D
11.96877,76.99963,329.9,0.38,0.36,2019-12-04,0806,1,VIIRS,n,2.0NRT,293.2,2.4,D
12.50099,77.01715,333.9,0.38,0.36,2019-12-04,0806,1,VIIRS,n,2.0NRT,295.3,3.2,D
13.28982,80.34531,335.4,0.49,0.4,2019-12-04,0806,1,VIIRS,n,2.0NRT,297.8,2,D
14.30973,75.02338,336.3,0.4,0.37,2019-12-04,0806,1,VIIRS,n,2.0NRT,285.4,2.9,D
14.31308,75.02282,332.6,0.4,0.37,2019-12-04,0806,1,VIIRS,n,2.0NRT,284.2,2.9,D
14.89766,75.45995,340.4,0.39,0.36,2019-12-04,0806,1,VIIRS,n,2.0NRT,298.6,4.6,D
14.9176,75.50081,334.7,0.39,0.36,2019-12-04,0806,1,VIIRS,n,2.0NRT,295.1,3.2,D
15.17578,76.6577,332.9,0.39,0.36,2019-12-04,0806,1,VIIRS,n,2.0NRT,298.3,3.3,D
15.5419,78.60448,341.5,0.43,0.38,2019-12-04,0806,1,VIIRS,n,2.0NRT,297.5,4.5,D
16.26709,80.70531,340.1,0.55,0.43,2019-12-04,0806,1,VIIRS,n,2.0NRT,299.1,22,D
15.99795,78.16759,354.2,0.42,0.37,2019-12-04,0806,1,VIIRS,n,2.0NRT,302.2,12.7,D
16.04623,78.18846,341.5,0.42,0.38,2019-12-04,0806,1,VIIRS,n,2.0NRT,298.9,5.7,D
16.03963,78.14187,333.6,0.42,0.37,2019-12-04,0806,1,VIIRS,n,2.0NRT,298.7,4.2,D
16.05255,78.18352,344.5,0.42,0.38,2019-12-04,0806,1,VIIRS,n,2.0NRT,299.7,5.6,D
16.63294,81.83408,329.8,0.43,0.46,2019-12-04,0806,1,VIIRS,n,2.0NRT,296.7,3.1,D
16.72857,82.14846,329.3,0.46,0.47,2019-12-04,0806,1,VIIRS,n,2.0NRT,297,5.2,D
16.66536,81.51794,338.2,0.42,0.45,2019-12-04,0806,1,VIIRS,n,2.0NRT,298.1,3.5,D
16.67247,81.59214,335.2,0.42,0.45,2019-12-04,0806,1,VIIRS,n,2.0NRT,298.3,4,D
16.66753,81.51707,336,0.42,0.45,2019-12-04,0806,1,VIIRS,n,2.0NRT,297.8,3.4,D
16.72567,81.5771,332.1,0.42,0.45,2019-12-04,0806,1,VIIRS,n,2.0NRT,297.3,4.6,D
15.73735,74.59553,325.9,0.4,0.37,2019-12-04,0806,1,VIIRS,n,2.0NRT,291.6,1.9,D
16.7384,81.4445,340.6,0.41,0.45,2019-12-04,0806,1,VIIRS,n,2.0NRT,298,3.8,D
16.70882,81.18232,341.1,0.4,0.44,2019-12-04,0806,1,VIIRS,n,2.0NRT,298.1,5.2,D
16.81526,81.98238,329,0.45,0.47,2019-12-04,0806,1,VIIRS,n,2.0NRT,298.7,31.4,D
16.81901,81.97765,344.3,0.45,0.47,2019-12-04,0806,1,VIIRS,n,2.0NRT,308.9,31.4,D
16.8233,81.97709,344.7,0.45,0.47,2019-12-04,0806,1,VIIRS,n,2.0NRT,299.8,9.6,D
16.81862,81.87214,343.2,0.44,0.46,2019-12-04,0806,1,VIIRS,n,2.0NRT,299.6,4.9,D
16.81803,81.87254,344.4,0.44,0.46,2019-12-04,0806,1,VIIRS,n,2.0NRT,299.3,5.6,D
16.84286,81.97075,342.8,0.45,0.47,2019-12-04,0806,1,VIIRS,n,2.0NRT,299.5,7.4,D
16.83883,81.9373,335,0.44,0.46,2019-12-04,0806,1,VIIRS,n,2.0NRT,299.1,5.1,D
16.78425,81.4896,331.4,0.42,0.45,2019-12-04,0806,1,VIIRS,n,2.0NRT,298.1,2.6,D
16.76475,81.23145,332.2,0.4,0.44,2019-12-04,0806,1,VIIRS,n,2.0NRT,296.3,2.8,D
16.87646,82.10408,355.7,0.46,0.47,2019-12-04,0806,1,VIIRS,n,2.0NRT,299.3,12.3,D
16.82555,81.65271,341.4,0.43,0.46,2019-12-04,0806,1,VIIRS,n,2.0NRT,299.4,4.7,D
16.87079,81.95007,329.3,0.45,0.47,2019-12-04,0806,1,VIIRS,n,2.0NRT,298.1,1.8,D
16.88281,82.01257,333.6,0.45,0.47,2019-12-04,0806,1,VIIRS,n,2.0NRT,298.2,4.7,D
16.8823,82.00836,338.9,0.45,0.47,2019-12-04,0806,1,VIIRS,n,2.0NRT,299,5,D
16.92171,81.87163,331.9,0.44,0.46,2019-12-04,0806,1,VIIRS,n,2.0NRT,297.8,2.1,D
16.97915,82.10076,340.1,0.46,0.47,2019-12-04,0806,1,VIIRS,n,2.0NRT,299.5,13.3,D
16.42396,76.47145,343.8,0.39,0.36,2019-12-04,0806,1,VIIRS,n,2.0NRT,289.8,4.4,D
16.51399,77.01291,333.5,0.39,0.36,2019-12-04,0806,1,VIIRS,n,2.0NRT,295.3,4,D
16.43441,76.47346,345.5,0.39,0.36,2019-12-04,0806,1,VIIRS,n,2.0NRT,291,3.7,D
16.47566,76.61422,343.2,0.39,0.36,2019-12-04,0806,1,VIIRS,n,2.0NRT,288.4,3.2,D
16.51858,76.88159,339.1,0.39,0.36,2019-12-04,0806,1,VIIRS,n,2.0NRT,296.3,3.8,D
16.46782,76.51595,332.8,0.39,0.36,2019-12-04,0806,1,VIIRS,n,2.0NRT,294.5,3.7,D
16.49158,76.49374,336.4,0.39,0.36,2019-12-04,0806,1,VIIRS,n,2.0NRT,295.2,10,D
16.49659,76.4819,336.2,0.39,0.36,2019-12-04,0806,1,VIIRS,n,2.0NRT,288.9,3.9,D
16.49989,76.48137,349.6,0.39,0.36,2019-12-04,0806,1,VIIRS,n,2.0NRT,295.5,3.9,D
16.57549,76.57877,334,0.39,0.36,2019-12-04,0806,1,VIIRS,n,2.0NRT,293,4.4,D
17.18755,80.84543,329.1,0.38,0.44,2019-12-04,0806,1,VIIRS,n,2.0NRT,297.5,3.4,D
17.23477,81.02116,332.6,0.39,0.44,2019-12-04,0806,1,VIIRS,n,2.0NRT,299.7,2.9,D
16.33644,74.64075,325.4,0.4,0.37,2019-12-04,0806,1,VIIRS,n,2.0NRT,289.8,2.9,D
16.72758,77.08343,344,0.39,0.37,2019-12-04,0806,1,VIIRS,n,2.0NRT,301.2,8.9,D
16.74697,77.09924,333.4,0.39,0.37,2019-12-04,0806,1,VIIRS,n,2.0NRT,300.2,5.1,D
17.26801,80.91924,337.7,0.39,0.44,2019-12-04,0806,1,VIIRS,n,2.0NRT,300.1,4.2,D
16.75324,77.07187,331.8,0.39,0.37,2019-12-04,0806,1,VIIRS,n,2.0NRT,295.2,2.3,D
17.8584,82.12489,335,0.47,0.48,2019-12-04,0806,1,VIIRS,n,2.0NRT,301.2,6.1,D
17.95588,80.89283,329.2,0.4,0.44,2019-12-04,0806,1,VIIRS,n,2.0NRT,298.2,1.8,D
17.95661,80.80195,331.1,0.39,0.44,2019-12-04,0806,1,VIIRS,l,2.0NRT,303.5,2.7,D
18.05315,80.74744,333.4,0.39,0.44,2019-12-04,0806,1,VIIRS,n,2.0NRT,301.2,3.2,D
18.29286,80.40945,336.3,0.56,0.43,2019-12-04,0806,1,VIIRS,n,2.0NRT,299.8,5.6,D
17.60445,75.47614,338.1,0.38,0.36,2019-12-04,0806,1,VIIRS,n,2.0NRT,288.7,6.3,D
17.76369,76.49231,333.2,0.39,0.36,2019-12-04,0806,1,VIIRS,n,2.0NRT,301,3.8,D
18.19006,79.37937,337.6,0.49,0.4,2019-12-04,0806,1,VIIRS,n,2.0NRT,299.7,4.8,D
18.07567,78.16756,335.8,0.43,0.38,2019-12-04,0806,1,VIIRS,n,2.0NRT,299.9,11,D
21.07125,72.96008,333.5,0.41,0.37,2019-12-04,0806,1,VIIRS,n,2.0NRT,299.1,2.5,D
18.08823,78.10342,331.3,0.43,0.38,2019-12-04,0806,1,VIIRS,n,2.0NRT,293.1,4.7,D
18.36215,79.63121,334.6,0.51,0.41,2019-12-04,0806,1,VIIRS,n,2.0NRT,300,5.2,D
18.3628,79.63339,334.6,0.51,0.41,2019-12-04,0806,1,VIIRS,n,2.0NRT,298.2,3.7,D
18.21785,78.18022,334.2,0.44,0.38,2019-12-04,0806,1,VIIRS,n,2.0NRT,299.7,4.7,D
18.38205,79.3698,337.5,0.49,0.41,2019-12-04,0806,1,VIIRS,n,2.0NRT,299,4.9,D
18.41432,78.24371,333,0.44,0.38,2019-12-04,0806,1,VIIRS,n,2.0NRT,297.6,3.9,D
18.37537,77.83113,333.1,0.42,0.38,2019-12-04,0806,1,VIIRS,n,2.0NRT,299.6,3.3,D
18.52151,78.42029,332,0.45,0.39,2019-12-04,0806,1,VIIRS,n,2.0NRT,299,3.1,D
18.45296,77.90517,332,0.43,0.38,2019-12-04,0806,1,VIIRS,n,2.0NRT,299.8,2.6,D
18.66816,79.34287,332,0.5,0.41,2019-12-04,0806,1,VIIRS,n,2.0NRT,298.3,2.7,D
18.57902,78.42115,346,0.45,0.39,2019-12-04,0806,1,VIIRS,n,2.0NRT,298.8,7.1,D
18.57844,78.41692,334.7,0.45,0.39,2019-12-04,0806,1,VIIRS,n,2.0NRT,298.9,4.4,D
18.52641,77.78391,331.8,0.42,0.38,2019-12-04,0806,1,VIIRS,n,2.0NRT,294.8,3.1,D
18.52584,77.77993,344.2,0.42,0.38,2019-12-04,0806,1,VIIRS,n,2.0NRT,297.7,5.7,D
18.52986,77.78339,337.5,0.42,0.38,2019-12-04,0806,1,VIIRS,n,2.0NRT,297.5,4.5,D
18.5293,77.7794,336.3,0.42,0.38,2019-12-04,0806,1,VIIRS,n,2.0NRT,298,4.3,D
18.56517,77.95855,331.1,0.43,0.38,2019-12-04,0806,1,VIIRS,n,2.0NRT,300.2,3,D
18.53572,77.74995,339.3,0.42,0.38,2019-12-04,0806,1,VIIRS,n,2.0NRT,293.8,2.1,D
18.53516,77.74597,336.1,0.42,0.38,2019-12-04,0806,1,VIIRS,n,2.0NRT,297.1,3.5,D
18.57093,77.97423,335.7,0.43,0.38,2019-12-04,0806,1,VIIRS,n,2.0NRT,300.2,4.2,D
18.57442,77.9737,330.6,0.43,0.38,2019-12-04,0806,1,VIIRS,n,2.0NRT,298.8,4.2,D
18.57264,77.97472,340.2,0.43,0.38,2019-12-04,0806,1,VIIRS,n,2.0NRT,300.9,9.2,D
18.63108,78.14141,330.2,0.44,0.38,2019-12-04,0806,1,VIIRS,n,2.0NRT,298.5,2.4,D
18.60705,77.94057,334.4,0.43,0.38,2019-12-04,0806,1,VIIRS,n,2.0NRT,298.2,3.5,D
18.67336,78.26646,337,0.44,0.39,2019-12-04,0806,1,VIIRS,n,2.0NRT,299.5,4.2,D
18.65964,78.16669,335.2,0.44,0.38,2019-12-04,0806,1,VIIRS,n,2.0NRT,295.7,3.3,D
18.61579,77.79949,330.4,0.42,0.38,2019-12-04,0806,1,VIIRS,n,2.0NRT,297.1,4,D
18.67248,78.18166,333.4,0.44,0.38,2019-12-04,0806,1,VIIRS,n,2.0NRT,298.8,3.4,D
18.78304,78.65619,337,0.46,0.39,2019-12-04,0806,1,VIIRS,n,2.0NRT,297.9,4.1,D
18.75353,78.11523,330.4,0.44,0.38,2019-12-04,0806,1,VIIRS,n,2.0NRT,298.3,4.7,D
18.71197,77.78927,330.4,0.42,0.38,2019-12-04,0806,1,VIIRS,n,2.0NRT,291.5,3.3,D
18.73001,77.89349,335,0.43,0.38,2019-12-04,0806,1,VIIRS,n,2.0NRT,298.3,6.1,D
18.87544,78.74125,342.9,0.47,0.39,2019-12-04,0806,1,VIIRS,n,2.0NRT,299.9,4.6,D
18.74991,77.83276,336.9,0.43,0.38,2019-12-04,0806,1,VIIRS,n,2.0NRT,300.6,4,D
18.84994,78.44819,335.4,0.45,0.39,2019-12-04,0806,1,VIIRS,n,2.0NRT,297.1,4.9,D
29.39842,74.01588,335.4,0.39,0.37,2019-12-04,0812,1,VIIRS,n,2.0NRT,305.9,2.4,D
32.2091,75.45631,340.4,0.46,0.39,2019-12-04,0812,1,VIIRS,n,2.0NRT,295.4,4.9,D
32.08549,74.6846,343.1,0.43,0.38,2019-12-04,0812,1,VIIRS,n,2.0NRT,298.4,13.6,D
32.09636,74.79395,326.3,0.43,0.38,2019-12-04,0812,1,VIIRS,n,2.0NRT,297.9,1.3,D
32.09814,74.80761,331.2,0.43,0.38,2019-12-04,0812,1,VIIRS,n,2.0NRT,297.1,3.2,D
32.07418,74.76069,326.6,0.43,0.38,2019-12-04,0812,1,VIIRS,n,2.0NRT,295.9,1.5,D
32.05291,74.62598,334.8,0.43,0.38,2019-12-04,0812,1,VIIRS,n,2.0NRT,296,6.4,D
32.05959,74.73083,326.2,0.43,0.38,2019-12-04,0812,1,VIIRS,n,2.0NRT,295.6,3.4,D
32.03199,74.57473,325.5,0.42,0.38,2019-12-04,0812,1,VIIRS,l,2.0NRT,296,1.8,D
32.01817,74.57722,337.8,0.42,0.38,2019-12-04,0812,1,VIIRS,n,2.0NRT,297.7,6.4,D
32.02945,74.71772,331.2,0.43,0.38,2019-12-04,0812,1,VIIRS,n,2.0NRT,296.1,2.6,D
32.00037,74.60331,329.6,0.42,0.38,2019-12-04,0812,1,VIIRS,n,2.0NRT,296,1.7,D
31.99112,74.58666,332.7,0.42,0.38,2019-12-04,0812,1,VIIRS,n,2.0NRT,297.4,2.2,D
31.98131,74.56558,329.4,0.42,0.38,2019-12-04,0812,1,VIIRS,n,2.0NRT,295.3,3.6,D
31.97785,74.56621,342.4,0.42,0.38,2019-12-04,0812,1,VIIRS,n,2.0NRT,298.1,3.6,D
32.06884,75.47585,329.7,0.46,0.39,2019-12-04,0812,1,VIIRS,n,2.0NRT,295.2,2.1,D
31.9239,74.4698,331.5,0.42,0.38,2019-12-04,0812,1,VIIRS,n,2.0NRT,297.2,2.5,D
31.91703,74.47105,344.8,0.42,0.38,2019-12-04,0812,1,VIIRS,n,2.0NRT,299.2,10.7,D
31.91762,74.47547,330.8,0.42,0.38,2019-12-04,0812,1,VIIRS,n,2.0NRT,296.7,3.5,D
31.91821,74.4799,332.3,0.42,0.38,2019-12-04,0812,1,VIIRS,n,2.0NRT,296.9,3.5,D
31.75658,74.36858,338.7,0.42,0.37,2019-12-04,0812,1,VIIRS,n,2.0NRT,297.3,3.3,D
31.76174,74.82593,342.2,0.43,0.38,2019-12-04,0812,1,VIIRS,n,2.0NRT,298.1,10.6,D
31.75927,75.48587,331.6,0.45,0.39,2019-12-04,0812,1,VIIRS,n,2.0NRT,295.2,3.3,D
31.76055,75.48383,338,0.45,0.39,2019-12-04,0812,1,VIIRS,n,2.0NRT,295.6,4.2,D
31.54712,74.70528,331.4,0.42,0.38,2019-12-04,0812,1,VIIRS,n,2.0NRT,291,3.2,D
31.54771,74.70972,331.6,0.42,0.38,2019-12-04,0812,1,VIIRS,n,2.0NRT,290.8,3.2,D
31.59241,75.7659,330.1,0.46,0.39,2019-12-04,0812,1,VIIRS,n,2.0NRT,295.4,2.4,D
31.59163,75.85085,326,0.47,0.4,2019-12-04,0812,1,VIIRS,n,2.0NRT,294.8,2.1,D
31.57916,75.77807,330.8,0.46,0.39,2019-12-04,0812,1,VIIRS,n,2.0NRT,296.6,4.6,D
31.59142,75.85384,325.2,0.47,0.4,2019-12-04,0812,1,VIIRS,n,2.0NRT,294.5,1.2,D
31.57186,75.7277,326,0.46,0.39,2019-12-04,0812,1,VIIRS,n,2.0NRT,296.6,1.5,D
31.57798,75.77628,332.5,0.46,0.39,2019-12-04,0812,1,VIIRS,n,2.0NRT,297,7.4,D
31.46775,75.00301,325.7,0.43,0.38,2019-12-04,0812,1,VIIRS,n,2.0NRT,298.1,1.1,D
31.30328,75.42921,331.1,0.45,0.39,2019-12-04,0812,1,VIIRS,n,2.0NRT,297.2,5,D
31.3342,75.78856,325.5,0.46,0.39,2019-12-04,0812,1,VIIRS,n,2.0NRT,293.2,2,D
31.28606,75.87594,331,0.47,0.39,2019-12-04,0812,1,VIIRS,n,2.0NRT,293.2,3,D
31.02092,74.48164,331.8,0.41,0.37,2019-12-04,0812,1,VIIRS,n,2.0NRT,291.6,3,D
31.36881,77.64255,329.2,0.57,0.43,2019-12-04,0812,1,VIIRS,n,2.0NRT,294.2,6,D
31.36964,77.63869,331.8,0.57,0.43,2019-12-04,0812,1,VIIRS,n,2.0NRT,295.7,3.7,D
30.59888,74.38367,337.4,0.41,0.37,2019-12-04,0812,1,VIIRS,n,2.0NRT,288.1,3.5,D
30.72797,76.08939,330.6,0.47,0.4,2019-12-04,0812,1,VIIRS,n,2.0NRT,293.9,1.2,D
30.37289,73.90691,350.7,0.4,0.37,2019-12-04,0812,1,VIIRS,n,2.0NRT,294,18.8,D
30.77691,78.09097,340.1,0.39,0.44,2019-12-04,0812,1,VIIRS,n,2.0NRT,291.7,3.4,D
30.07752,73.40325,341.2,0.39,0.36,2019-12-04,0812,1,VIIRS,n,2.0NRT,294.8,25.2,D
30.19194,74.26562,336.2,0.4,0.37,2019-12-04,0812,1,VIIRS,n,2.0NRT,298.7,4.6,D
30.18499,74.27435,343,0.4,0.37,2019-12-04,0812,1,VIIRS,n,2.0NRT,299.1,5.5,D
30.23371,75.15272,341.4,0.43,0.38,2019-12-04,0812,1,VIIRS,n,2.0NRT,301.1,6.4,D
30.06018,74.76412,330,0.41,0.37,2019-12-04,0812,1,VIIRS,n,2.0NRT,300.6,2.2,D
30.37413,77.38331,327.5,0.53,0.42,2019-12-04,0812,1,VIIRS,n,2.0NRT,291.1,2.8,D
30.37207,77.37978,337.8,0.53,0.42,2019-12-04,0812,1,VIIRS,n,2.0NRT,292.2,6.1,D
30.29724,77.14095,345.7,0.52,0.41,2019-12-04,0812,1,VIIRS,n,2.0NRT,292.3,5.3,D
30.02378,76.19676,333,0.47,0.39,2019-12-04,0812,1,VIIRS,n,2.0NRT,292.5,3.3,D
29.8146,75.4475,331.9,0.43,0.38,2019-12-04,0812,1,VIIRS,n,2.0NRT,297.3,4.3,D
29.59105,74.2482,334.7,0.4,0.37,2019-12-04,0812,1,VIIRS,n,2.0NRT,301.4,3.5,D
29.59908,74.30578,331.4,0.4,0.37,2019-12-04,0812,1,VIIRS,n,2.0NRT,298.3,5.8,D
29.59299,74.33647,339.9,0.4,0.37,2019-12-04,0812,1,VIIRS,n,2.0NRT,298.7,22.7,D
29.59364,74.36599,336.7,0.4,0.37,2019-12-04,0812,1,VIIRS,n,2.0NRT,296.7,2.7,D
29.59993,74.4115,334.7,0.4,0.37,2019-12-04,0812,1,VIIRS,n,2.0NRT,302.1,2.6,D
29.60222,74.42809,332.6,0.4,0.37,2019-12-04,0812,1,VIIRS,n,2.0NRT,299.7,2.4,D
