latitude,longitude,bright_ti4,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_ti5,frp,daynight,type
29.160967,70.349861,338.12,0.56,0.69,2020-01-31,0917,N,VIIRS,n,1,291.4,5.4,D,0
29.161612,70.352097,335.01,0.56,0.69,2020-01-31,0917,N,VIIRS,n,1,291.23,5.01,D,0
32.590275,71.86763,355.69,0.73,0.76,2020-01-31,0918,N,VIIRS,n,1,288.86,12.77,D,0
32.590508,71.875656,342.81,0.73,0.76,2020-01-31,0918,N,VIIRS,n,1,288.13,12.77,D,0
32.290928,70.740349,299.5,0.75,0.77,2020-01-31,2000,N,VIIRS,n,1,280.82,1.51,N,2
28.358215,70.243324,304.51,0.75,0.77,2020-01-31,2001,N,VIIRS,n,1,279.1,2.37,N,0
28.357168,70.239517,303.13,0.75,0.77,2020-01-31,2001,N,VIIRS,n,1,278.12,1.68,N,0
32.721252,72.924591,306.93,0.39,0.59,2020-01-31,2140,N,VIIRS,n,1,278.64,1.35,N,2
33.568771,72.565422,296.31,0.35,0.57,2020-01-31,2140,N,VIIRS,n,1,275.87,0.35,N,0
32.722256,72.92746,297.55,0.38,0.59,2020-01-31,2140,N,VIIRS,n,1,277.2,1.56,N,2
32.895542,71.606537,310.62,0.32,0.55,2020-01-31,2140,N,VIIRS,n,1,280.45,0.93,N,2
32.887611,71.617432,306.03,0.32,0.55,2020-01-31,2140,N,VIIRS,n,1,280.53,0.71,N,0
32.575806,72.566605,304.46,0.37,0.58,2020-01-31,2140,N,VIIRS,n,1,281.98,0.85,N,2
32.545792,71.889885,319.03,0.34,0.56,2020-01-31,2140,N,VIIRS,n,1,277.74,1.6,N,0
32.388126,72.143501,298.44,0.35,0.57,2020-01-31,2140,N,VIIRS,n,1,281.61,0.68,N,2
32.291538,70.739662,304.32,0.59,0.53,2020-01-31,2140,N,VIIRS,n,1,283.19,1.67,N,2
28.357628,70.243645,321.05,0.34,0.56,2020-01-31,2141,N,VIIRS,n,1,278.81,1.44,N,0
28.362679,70.245171,317.94,0.34,0.56,2020-01-31,2141,N,VIIRS,n,1,278.72,1.44,N,0
30.328287,70.539406,299.92,0.32,0.55,2020-01-31,2141,N,VIIRS,n,1,282.94,0.65,N,2
28.054298,69.371437,311.71,0.61,0.54,2020-01-31,2141,N,VIIRS,n,1,282.11,2.91,N,2
28.050962,69.372307,314.7,0.61,0.54,2020-01-31,2141,N,VIIRS,n,1,280.66,1.56,N,2
25.049982,67.495613,306.48,0.55,0.51,2020-01-31,2142,N,VIIRS,n,1,285.34,1.93,N,2
25.054594,67.496849,295.53,0.55,0.51,2020-01-31,2142,N,VIIRS,n,1,284.65,0.85,N,2
25.155294,67.704346,297.86,0.56,0.51,2020-01-31,2142,N,VIIRS,n,1,285.26,0.88,N,2
25.156864,66.783134,298.48,0.49,0.49,2020-01-31,2142,N,VIIRS,n,1,285.69,1.04,N,0
28.993391,71.072807,367,0.75,0.77,2020-02-01,0717,N,VIIRS,h,1,294.61,19.64,D,0
28.991701,71.079979,367,0.75,0.77,2020-02-01,0717,N,VIIRS,h,1,299,15.24,D,0
28.989494,71.072319,339.69,0.75,0.77,2020-02-01,0717,N,VIIRS,n,1,293.53,15.24,D,0
28.990812,70.720123,329.26,0.79,0.78,2020-02-01,0717,N,VIIRS,n,1,290.75,4.4,D,0
29.01869,70.789391,350.71,0.78,0.78,2020-02-01,0717,N,VIIRS,n,1,291.56,7.4,D,0
29.057968,70.818901,333.13,0.77,0.78,2020-02-01,0717,N,VIIRS,n,1,290.21,7.35,D,0
29.083017,70.879257,344.99,0.77,0.77,2020-02-01,0717,N,VIIRS,n,1,290.71,12.94,D,0
29.080767,70.871429,332.42,0.77,0.77,2020-02-01,0717,N,VIIRS,n,1,289.64,8.43,D,0
29.431534,71.745583,326.63,0.67,0.74,2020-02-01,0717,N,VIIRS,n,1,291.58,3.26,D,0
28.99556,71.080498,349.55,0.75,0.77,2020-02-01,0717,N,VIIRS,n,1,297.39,25.13,D,0
30.136635,70.95636,330.88,0.71,0.75,2020-02-01,0718,N,VIIRS,n,1,291.01,3.13,D,0
29.937675,71.03624,332.08,0.71,0.75,2020-02-01,0718,N,VIIRS,n,1,290.48,5.39,D,0
30.135489,70.955292,331.53,0.71,0.75,2020-02-01,0718,N,VIIRS,n,1,290.97,6.64,D,0
30.249119,71.066055,341.77,0.7,0.75,2020-02-01,0718,N,VIIRS,n,1,292.22,4.01,D,0
30.255798,71.063568,328.65,0.7,0.75,2020-02-01,0718,N,VIIRS,n,1,290.25,4.01,D,0
30.313526,71.137138,325.03,0.69,0.74,2020-02-01,0718,N,VIIRS,n,1,291.82,2.42,D,0
30.312424,71.135323,325.41,0.69,0.74,2020-02-01,0718,N,VIIRS,n,1,292.07,2.93,D,0
30.395971,71.041122,330.17,0.7,0.75,2020-02-01,0718,N,VIIRS,n,1,291.78,3.74,D,0
30.395588,71.039749,327.56,0.7,0.75,2020-02-01,0718,N,VIIRS,n,1,291.31,2.55,D,0
31.079102,70.930305,327.39,0.68,0.74,2020-02-01,0718,N,VIIRS,n,1,292.64,6.9,D,0
31.661478,72.163956,352.82,0.56,0.69,2020-02-01,0718,N,VIIRS,n,1,291.69,12.18,D,0
31.65987,72.158112,343.18,0.56,0.69,2020-02-01,0718,N,VIIRS,n,1,290.79,12.79,D,0
31.72016,72.180763,327.56,0.56,0.69,2020-02-01,0718,N,VIIRS,n,1,290.6,3.55,D,0
31.716522,72.185417,327.12,0.56,0.69,2020-02-01,0718,N,VIIRS,n,1,289.62,2.31,D,0
31.952766,72.830589,325.2,0.51,0.66,2020-02-01,0718,N,VIIRS,n,1,288,2.78,D,0
33.213009,72.204781,344.41,0.51,0.66,2020-02-01,0718,N,VIIRS,n,1,288.98,7.17,D,0
34.113693,73.473557,329.92,0.42,0.61,2020-02-01,0719,N,VIIRS,n,1,284.48,3.44,D,0
34.11306,73.471123,338.25,0.42,0.61,2020-02-01,0719,N,VIIRS,n,1,283.57,3.44,D,0
24.351667,67.864029,334.88,0.55,0.42,2020-02-01,0856,N,VIIRS,n,1,304.26,4.76,D,0
26.550764,68.155228,331.49,0.4,0.44,2020-02-01,0857,N,VIIRS,n,1,296.63,1.63,D,0
28.700174,70.375381,332.65,0.58,0.52,2020-02-01,0857,N,VIIRS,n,1,292.79,2.3,D,0
28.74383,71.034859,346.11,0.63,0.54,2020-02-01,0857,N,VIIRS,n,1,299.15,14.36,D,0
28.583275,70.050133,334.47,0.55,0.51,2020-02-01,0857,N,VIIRS,n,1,295.76,5.47,D,0
28.604177,70.53495,339.79,0.59,0.53,2020-02-01,0857,N,VIIRS,n,1,295.64,9.05,D,0
28.558199,70.192055,351.48,0.56,0.51,2020-02-01,0857,N,VIIRS,n,1,293.88,8.94,D,0
28.520739,70.045792,336.64,0.55,0.51,2020-02-01,0857,N,VIIRS,n,1,297.54,3.11,D,0
28.501728,70.099747,339.37,0.55,0.51,2020-02-01,0857,N,VIIRS,n,1,296.59,4.96,D,0
28.153202,66.743881,334.51,0.53,0.42,2020-02-01,0857,N,VIIRS,n,1,297.21,11,D,0
28.460629,69.855186,334.3,0.53,0.5,2020-02-01,0857,N,VIIRS,n,1,294.86,2.86,D,0
28.505909,70.101532,338.73,0.55,0.51,2020-02-01,0857,N,VIIRS,n,1,294.6,8.27,D,0
28.436584,69.82711,351.73,0.53,0.5,2020-02-01,0857,N,VIIRS,n,1,298.7,20.96,D,0
28.336054,70.031006,336.37,0.54,0.51,2020-02-01,0857,N,VIIRS,n,1,295.06,4.48,D,0
28.192827,69.36985,339.18,0.49,0.49,2020-02-01,0857,N,VIIRS,n,1,293.9,5.28,D,3
28.206375,69.786995,330.58,0.52,0.5,2020-02-01,0857,N,VIIRS,n,1,296.26,2.88,D,0
28.066442,69.581482,339.46,0.51,0.49,2020-02-01,0857,N,VIIRS,n,1,295.8,10.25,D,0
27.982635,69.236565,333.22,0.48,0.48,2020-02-01,0857,N,VIIRS,n,1,295.45,19.61,D,0
27.977694,69.232155,334.96,0.48,0.48,2020-02-01,0857,N,VIIRS,n,1,296.58,19.61,D,0
27.978172,69.237114,341.16,0.48,0.48,2020-02-01,0857,N,VIIRS,n,1,304.19,19.61,D,0
27.979593,69.234779,352.93,0.48,0.48,2020-02-01,0857,N,VIIRS,n,1,305.08,42.73,D,0
27.933163,69.003845,334.78,0.47,0.47,2020-02-01,0857,N,VIIRS,n,1,295.12,2.55,D,0
27.933661,69.008629,334.6,0.47,0.47,2020-02-01,0857,N,VIIRS,n,1,297.67,5.16,D,0
27.631033,66.532303,336.96,0.51,0.41,2020-02-01,0857,N,VIIRS,n,1,302.04,9.44,D,0
27.85688,69.208336,330.93,0.48,0.48,2020-02-01,0857,N,VIIRS,n,1,294.44,3.99,D,0
27.80994,69.23407,338.32,0.48,0.48,2020-02-01,0857,N,VIIRS,n,1,293.85,4.47,D,0
27.66728,69.571671,341.72,0.5,0.49,2020-02-01,0857,N,VIIRS,n,1,300.6,10.9,D,0
27.504276,68.71376,339.56,0.44,0.46,2020-02-01,0857,N,VIIRS,n,1,293.99,7.7,D,0
27.504738,68.718285,340.9,0.44,0.46,2020-02-01,0857,N,VIIRS,n,1,295.21,9.74,D,0
27.499981,68.714317,337.45,0.44,0.46,2020-02-01,0857,N,VIIRS,n,1,297.27,7.7,D,0
27.500444,68.718857,339.99,0.44,0.46,2020-02-01,0857,N,VIIRS,n,1,296.21,9.74,D,0
27.502323,68.717354,354.91,0.44,0.46,2020-02-01,0857,N,VIIRS,n,1,303.03,27.02,D,0
27.528868,69.004272,334.62,0.46,0.47,2020-02-01,0857,N,VIIRS,n,1,298.29,3.69,D,0
27.458868,68.6772,343.65,0.44,0.46,2020-02-01,0857,N,VIIRS,n,1,299.22,7.28,D,0
27.459347,68.681694,332.59,0.44,0.46,2020-02-01,0857,N,VIIRS,n,1,296.42,7.28,D,0
27.381336,68.663841,339.85,0.44,0.46,2020-02-01,0857,N,VIIRS,n,1,295.64,8.59,D,0
27.398743,69.115585,343.8,0.47,0.47,2020-02-01,0857,N,VIIRS,n,1,304.46,5.41,D,0
27.259777,68.452065,338.98,0.43,0.46,2020-02-01,0857,N,VIIRS,n,1,296.2,3.39,D,0
27.259359,68.450134,339.61,0.42,0.46,2020-02-01,0857,N,VIIRS,n,1,295.53,3.55,D,0
27.182663,68.451508,340.77,0.42,0.46,2020-02-01,0857,N,VIIRS,n,1,297.97,10.81,D,0
27.107355,68.387001,349.74,0.42,0.45,2020-02-01,0857,N,VIIRS,n,1,297.86,7.04,D,0
27.039824,68.271545,330.5,0.41,0.45,2020-02-01,0857,N,VIIRS,n,1,299.53,3.06,D,0
26.977484,67.853798,339.65,0.39,0.44,2020-02-01,0857,N,VIIRS,n,1,300.05,3.6,D,0
26.916471,68.215759,337.86,0.41,0.45,2020-02-01,0857,N,VIIRS,n,1,298,3.86,D,0
26.905016,68.225693,341.38,0.41,0.45,2020-02-01,0857,N,VIIRS,n,1,299.71,11.09,D,0
26.860266,67.90657,330.55,0.39,0.44,2020-02-01,0857,N,VIIRS,n,1,297.69,15.68,D,0
26.856211,67.90712,348.19,0.39,0.44,2020-02-01,0857,N,VIIRS,n,1,307.74,15.68,D,0
26.856668,67.911087,333.67,0.39,0.44,2020-02-01,0857,N,VIIRS,n,1,300.94,15.68,D,0
26.692049,68.100349,340.67,0.4,0.44,2020-02-01,0857,N,VIIRS,n,1,298.08,6.81,D,0
26.693115,68.099312,335.78,0.4,0.44,2020-02-01,0857,N,VIIRS,n,1,296.38,4.61,D,0
26.693583,68.103355,339.7,0.4,0.44,2020-02-01,0857,N,VIIRS,n,1,297.86,4.61,D,0
26.619822,68.187614,340.01,0.4,0.44,2020-02-01,0857,N,VIIRS,n,1,299.1,7.12,D,0
26.561853,67.998924,338.65,0.39,0.44,2020-02-01,0857,N,VIIRS,n,1,299.22,2.56,D,0
26.648161,68.918259,345.76,0.44,0.46,2020-02-01,0857,N,VIIRS,n,1,302.99,48.34,D,0
26.576462,68.941162,342.13,0.45,0.47,2020-02-01,0857,N,VIIRS,n,1,307.63,3.12,D,0
26.491098,68.461151,337.43,0.42,0.45,2020-02-01,0857,N,VIIRS,n,1,299.7,13.06,D,0
26.423332,67.938225,341.24,0.39,0.44,2020-02-01,0857,N,VIIRS,n,1,296.82,2.85,D,0
26.314264,68.175156,334.95,0.4,0.44,2020-02-01,0857,N,VIIRS,n,1,296.11,2.7,D,0
26.313988,68.399483,334.45,0.41,0.45,2020-02-01,0857,N,VIIRS,n,1,299.58,2.13,D,0
26.114304,68.221451,332.32,0.4,0.44,2020-02-01,0857,N,VIIRS,n,1,296.26,2.21,D,0
26.114584,68.487617,334.24,0.41,0.45,2020-02-01,0857,N,VIIRS,n,1,301.94,3.45,D,0
26.089478,68.37336,339.74,0.41,0.45,2020-02-01,0857,N,VIIRS,n,1,299.39,8.15,D,0
25.994318,68.717094,341.42,0.43,0.46,2020-02-01,0857,N,VIIRS,n,1,298.81,7.34,D,0
25.930788,69.025108,350.47,0.44,0.46,2020-02-01,0857,N,VIIRS,n,1,300.42,8.17,D,0
25.675053,69.449387,332.75,0.47,0.47,2020-02-01,0857,N,VIIRS,n,1,303.26,3.3,D,0
25.558453,68.643425,350.32,0.42,0.45,2020-02-01,0857,N,VIIRS,n,1,302.28,9.51,D,0
25.479382,68.578163,340.17,0.41,0.45,2020-02-01,0857,N,VIIRS,n,1,298.45,4.51,D,0
25.449694,68.515678,336.35,0.41,0.45,2020-02-01,0857,N,VIIRS,n,1,295.78,4.41,D,0
25.377916,68.701393,339.27,0.42,0.45,2020-02-01,0857,N,VIIRS,n,1,298.75,1.48,D,0
25.091511,67.077538,336.2,0.51,0.41,2020-02-01,0857,N,VIIRS,l,1,306.22,9.63,D,0
25.080996,67.182304,337.25,0.51,0.41,2020-02-01,0857,N,VIIRS,n,1,305.54,7.6,D,0
25.077192,67.182869,347.32,0.51,0.41,2020-02-01,0857,N,VIIRS,n,1,309.87,7.6,D,0
25.078264,67.180573,347.54,0.51,0.41,2020-02-01,0857,N,VIIRS,n,1,309.45,11.21,D,0
25.161842,68.37748,330.67,0.4,0.44,2020-02-01,0857,N,VIIRS,n,1,301,1.97,D,0
24.915676,68.205231,341.75,0.39,0.44,2020-02-01,0857,N,VIIRS,n,1,301.24,7.73,D,0
32.343704,71.919617,326.79,0.39,0.59,2020-02-01,0858,N,VIIRS,n,1,293.8,2.52,D,0
30.101234,71.286018,346.38,0.34,0.56,2020-02-01,0858,N,VIIRS,n,1,296.75,7.41,D,0
29.907629,71.053375,335.98,0.33,0.55,2020-02-01,0858,N,VIIRS,n,1,292.65,4.55,D,0
29.907909,71.056816,367,0.33,0.55,2020-02-01,0858,N,VIIRS,h,1,293.7,7.85,D,0
29.958637,72.29184,325.28,0.39,0.59,2020-02-01,0858,N,VIIRS,n,1,291.29,1.17,D,0
29.927492,72.796188,329.4,0.42,0.61,2020-02-01,0858,N,VIIRS,n,1,293,3.57,D,0
29.390356,71.31118,339.27,0.33,0.56,2020-02-01,0858,N,VIIRS,n,1,294.41,1.63,D,0
28.990612,67.797226,338.7,0.41,0.45,2020-02-01,0858,N,VIIRS,n,1,304.38,3.46,D,0
29.289537,71.4944,328.4,0.34,0.56,2020-02-01,0858,N,VIIRS,n,1,293.87,2.12,D,0
29.217176,71.086426,339.42,0.32,0.55,2020-02-01,0858,N,VIIRS,n,1,296.01,3.3,D,0
29.089485,70.718254,337.4,0.61,0.53,2020-02-01,0858,N,VIIRS,n,1,293.43,6.17,D,0
29.083065,70.822563,334.03,0.62,0.54,2020-02-01,0858,N,VIIRS,n,1,293.63,3.79,D,0
29.089186,70.720802,331.98,0.61,0.53,2020-02-01,0858,N,VIIRS,n,1,293.43,5.42,D,0
28.971706,70.752625,336.03,0.61,0.53,2020-02-01,0858,N,VIIRS,n,1,293.46,3.45,D,0
28.925831,70.365646,335.32,0.58,0.52,2020-02-01,0858,N,VIIRS,n,1,292.38,5.05,D,0
28.786793,70.321739,337.43,0.57,0.52,2020-02-01,0858,N,VIIRS,n,1,293.91,3.51,D,0
30.195799,70.823608,338.65,0.32,0.54,2020-02-01,0858,N,VIIRS,n,1,293.37,2.52,D,0
30.26837,70.919426,328.91,0.32,0.55,2020-02-01,0858,N,VIIRS,n,1,295.9,1.52,D,0
30.334936,71.108406,337.88,0.33,0.55,2020-02-01,0858,N,VIIRS,n,1,294.71,2.48,D,0
30.682886,72.42543,333.16,0.4,0.6,2020-02-01,0858,N,VIIRS,n,1,290.67,3.16,D,0
30.680647,72.424934,331.25,0.4,0.6,2020-02-01,0858,N,VIIRS,n,1,290.44,3.3,D,0
30.809074,72.023331,329.51,0.38,0.59,2020-02-01,0858,N,VIIRS,n,1,291.84,2.26,D,0
30.825583,70.770195,329.77,0.32,0.55,2020-02-01,0858,N,VIIRS,n,1,293.36,0.96,D,0
30.974983,70.799049,329.89,0.32,0.55,2020-02-01,0858,N,VIIRS,n,1,294.31,2.09,D,3
31.018972,71.072792,328.95,0.34,0.56,2020-02-01,0858,N,VIIRS,n,1,293.08,1.36,D,0
31.111355,72.068138,339.13,0.39,0.59,2020-02-01,0858,N,VIIRS,n,1,292.07,3.47,D,0
31.10907,71.024185,337.78,0.33,0.56,2020-02-01,0858,N,VIIRS,n,1,293.76,3.04,D,0
31.105272,71.023758,331.52,0.33,0.56,2020-02-01,0858,N,VIIRS,n,1,296.38,3.15,D,0
31.110548,70.751099,355.02,0.32,0.55,2020-02-01,0858,N,VIIRS,n,1,293.9,3.88,D,0
31.123594,70.656487,352.72,0.32,0.54,2020-02-01,0858,N,VIIRS,n,1,294.48,4.79,D,0
31.244007,72.144989,330.31,0.39,0.59,2020-02-01,0858,N,VIIRS,n,1,292.59,1.52,D,0
31.26445,70.65564,367,0.32,0.54,2020-02-01,0858,N,VIIRS,h,1,295.36,7.34,D,0
31.264174,70.652229,336.73,0.32,0.54,2020-02-01,0858,N,VIIRS,n,1,292.9,4.01,D,0
31.465694,72.96254,325.92,0.44,0.62,2020-02-01,0858,N,VIIRS,n,1,289.34,1.37,D,0
31.394831,70.901062,335.52,0.33,0.55,2020-02-01,0858,N,VIIRS,n,1,292.44,3.74,D,0
31.399979,70.900543,337.56,0.33,0.55,2020-02-01,0858,N,VIIRS,n,1,293.28,2.82,D,0
31.510241,72.317772,348.99,0.4,0.6,2020-02-01,0858,N,VIIRS,n,1,291.44,5.67,D,0
31.393591,70.756165,338.63,0.32,0.55,2020-02-01,0858,N,VIIRS,n,1,294.49,2.04,D,0
31.393066,70.686417,346.07,0.32,0.55,2020-02-01,0858,N,VIIRS,n,1,295.67,2.48,D,0
31.392786,70.682976,329.75,0.32,0.55,2020-02-01,0858,N,VIIRS,n,1,293.98,2.48,D,0
31.398144,70.685898,331.89,0.32,0.55,2020-02-01,0858,N,VIIRS,n,1,294.43,2.48,D,0
31.397863,70.682449,329.38,0.32,0.55,2020-02-01,0858,N,VIIRS,n,1,294.18,2.48,D,0
31.395664,70.684196,367,0.32,0.55,2020-02-01,0858,N,VIIRS,h,1,299.23,8.48,D,0
31.507696,72.317581,349.14,0.4,0.6,2020-02-01,0858,N,VIIRS,n,1,291.99,6.23,D,0
31.711056,72.188095,348.15,0.4,0.6,2020-02-01,0858,N,VIIRS,n,1,292.69,7.44,D,0
31.710758,72.183807,353.7,0.4,0.6,2020-02-01,0858,N,VIIRS,n,1,294.73,6.54,D,0
31.716331,72.183357,367,0.4,0.6,2020-02-01,0858,N,VIIRS,h,1,295.76,14.5,D,0
31.716629,72.187637,352.47,0.4,0.6,2020-02-01,0858,N,VIIRS,n,1,290.48,13.66,D,0
31.714762,72.187416,367,0.4,0.6,2020-02-01,0858,N,VIIRS,h,1,293.36,21.79,D,0
31.68762,70.803093,335.59,0.33,0.55,2020-02-01,0858,N,VIIRS,n,1,295,3.36,D,0
31.718756,70.739586,334.41,0.33,0.55,2020-02-01,0858,N,VIIRS,n,1,295.03,1.47,D,0
31.721464,70.740143,331.2,0.33,0.55,2020-02-01,0858,N,VIIRS,n,1,294.37,2.26,D,0
31.744041,70.906387,350.19,0.33,0.56,2020-02-01,0858,N,VIIRS,n,1,295.61,4.72,D,0
31.752382,70.949188,340.52,0.34,0.56,2020-02-01,0858,N,VIIRS,n,1,295.96,3.27,D,3
31.761572,70.793083,340.4,0.33,0.55,2020-02-01,0858,N,VIIRS,n,1,294.51,2.77,D,0
31.761301,70.789543,332.13,0.33,0.55,2020-02-01,0858,N,VIIRS,n,1,294.45,2.77,D,0
31.778301,70.741539,343.91,0.33,0.55,2020-02-01,0858,N,VIIRS,n,1,297.06,2.67,D,0
31.789907,70.758141,332.77,0.33,0.55,2020-02-01,0858,N,VIIRS,n,1,294.78,2.2,D,0
31.801924,70.846413,367,0.33,0.55,2020-02-01,0858,N,VIIRS,h,1,294.86,5.6,D,0
31.8022,70.849983,352.24,0.33,0.55,2020-02-01,0858,N,VIIRS,n,1,294.82,7.91,D,0
31.802649,70.788948,331.85,0.33,0.55,2020-02-01,0858,N,VIIRS,n,1,295.14,2.06,D,0
31.802372,70.7854,329.19,0.33,0.55,2020-02-01,0858,N,VIIRS,n,1,294.93,2.06,D,0
31.924583,72.410469,345.06,0.41,0.61,2020-02-01,0858,N,VIIRS,n,1,292.22,4.22,D,0
31.913483,72.243126,325.83,0.4,0.6,2020-02-01,0858,N,VIIRS,n,1,290.35,2.83,D,0
31.882637,70.797142,337.42,0.33,0.55,2020-02-01,0858,N,VIIRS,n,1,295.52,2.82,D,0
31.911207,70.899132,367,0.33,0.56,2020-02-01,0858,N,VIIRS,h,1,295.82,4.76,D,0
31.910931,70.895523,339.81,0.33,0.56,2020-02-01,0858,N,VIIRS,n,1,295.03,4.76,D,0
31.94573,70.873962,333.07,0.33,0.56,2020-02-01,0858,N,VIIRS,n,1,294.98,2.17,D,0
30.101511,71.289604,367,0.34,0.56,2020-02-01,0858,N,VIIRS,h,1,293.46,11.75,D,3
31.971621,70.921631,332.9,0.34,0.56,2020-02-01,0858,N,VIIRS,n,1,296.02,2.48,D,0
32.037365,71.785652,337.94,0.38,0.59,2020-02-01,0858,N,VIIRS,n,1,295.11,1.51,D,0
31.976809,70.921143,350.32,0.34,0.56,2020-02-01,0858,N,VIIRS,n,1,294.33,2.48,D,0
32.140182,72.411797,338.55,0.41,0.61,2020-02-01,0858,N,VIIRS,n,1,291.86,2.95,D,0
32.238674,71.191765,367,0.35,0.57,2020-02-01,0858,N,VIIRS,h,1,295.89,8.68,D,0
32.34483,71.920036,330.8,0.39,0.59,2020-02-01,0858,N,VIIRS,n,1,293.63,2.33,D,0
32.343975,71.923851,325.91,0.39,0.59,2020-02-01,0858,N,VIIRS,n,1,292.68,3.38,D,0
32.549049,72.217636,326.68,0.41,0.6,2020-02-01,0859,N,VIIRS,n,1,287.02,2.01,D,0
32.674786,71.823593,346.77,0.39,0.59,2020-02-01,0859,N,VIIRS,n,1,292.77,4.04,D,0
32.854191,71.697426,345,0.38,0.59,2020-02-01,0859,N,VIIRS,n,1,294.24,4.57,D,0
32.85508,71.697769,341.18,0.38,0.59,2020-02-01,0859,N,VIIRS,n,1,294.39,4.13,D,0
32.854813,71.69355,328.55,0.38,0.59,2020-02-01,0859,N,VIIRS,n,1,293.17,4.13,D,0
32.874493,71.74292,326.94,0.38,0.59,2020-02-01,0859,N,VIIRS,n,1,293.38,1.79,D,0
33.01701,71.985901,330.89,0.4,0.6,2020-02-01,0859,N,VIIRS,n,1,291.56,1.65,D,0
33.280682,72.167984,328.52,0.41,0.61,2020-02-01,0859,N,VIIRS,n,1,291.58,2.78,D,0
33.284744,71.096931,337.89,0.36,0.57,2020-02-01,0859,N,VIIRS,n,1,294.25,1.87,D,0
33.599171,70.565521,353.25,0.33,0.56,2020-02-01,0859,N,VIIRS,n,1,292.04,11.49,D,0
33.604488,70.567177,367,0.33,0.56,2020-02-01,0859,N,VIIRS,h,1,307.73,50.15,D,0
33.60424,70.563889,352.58,0.33,0.56,2020-02-01,0859,N,VIIRS,n,1,291.95,11.49,D,0
33.601257,70.56797,367,0.33,0.56,2020-02-01,0859,N,VIIRS,h,1,298.21,26.53,D,0
33.601025,70.564529,367,0.33,0.56,2020-02-01,0859,N,VIIRS,h,1,296.31,24.89,D,0
33.606331,70.566109,367,0.33,0.56,2020-02-01,0859,N,VIIRS,h,1,295.82,26.53,D,0
33.794983,72.634468,339.64,0.44,0.62,2020-02-01,0859,N,VIIRS,n,1,289.48,4.56,D,0
33.925163,72.273705,338.21,0.42,0.61,2020-02-01,0859,N,VIIRS,n,1,291.8,5.14,D,0
33.926945,72.275002,336.92,0.42,0.61,2020-02-01,0859,N,VIIRS,n,1,291.07,3.32,D,0
34.284733,73.457863,331.96,0.5,0.66,2020-02-01,0859,N,VIIRS,n,1,288.28,3.1,D,0
32.326199,69.794708,330.13,0.58,0.52,2020-02-01,0859,N,VIIRS,n,1,291.03,5.33,D,0
32.288788,70.74073,304.18,0.5,0.41,2020-02-01,2121,N,VIIRS,n,1,283.82,2.37,N,2
33.848854,72.873573,295.54,0.4,0.44,2020-02-01,2121,N,VIIRS,n,1,278.36,0.82,N,2
33.827957,72.831947,299.93,0.4,0.44,2020-02-01,2121,N,VIIRS,n,1,278.72,1.05,N,2
33.674137,71.677834,295.2,0.53,0.42,2020-02-01,2121,N,VIIRS,n,1,276.67,1.1,N,0
33.670307,71.677063,308.94,0.53,0.42,2020-02-01,2121,N,VIIRS,n,1,278.24,1.1,N,0
33.545525,71.550964,295.5,0.52,0.42,2020-02-01,2121,N,VIIRS,n,1,279.14,0.75,N,2
33.593666,70.552376,302.04,0.47,0.4,2020-02-01,2121,N,VIIRS,n,1,274.15,1.41,N,0
32.721272,72.921867,295.34,0.42,0.45,2020-02-01,2121,N,VIIRS,n,1,277.5,1.16,N,2
32.896675,71.603752,296.65,0.54,0.42,2020-02-01,2121,N,VIIRS,n,1,279.92,0.8,N,2
32.889538,71.619194,299.14,0.54,0.42,2020-02-01,2121,N,VIIRS,n,1,281.21,0.79,N,0
32.576962,72.565681,299.11,0.41,0.45,2020-02-01,2121,N,VIIRS,n,1,282.51,0.71,N,2
30.326662,70.538811,296.11,0.53,0.42,2020-02-01,2122,N,VIIRS,n,1,282.41,1.01,N,2
29.855528,70.023643,296.04,0.51,0.41,2020-02-01,2122,N,VIIRS,n,1,275.54,0.81,N,0
25.401083,68.565842,297.54,0.5,0.41,2020-02-01,2123,N,VIIRS,n,1,282.91,0.58,N,2
28.052689,69.367302,314.82,0.5,0.41,2020-02-01,2123,N,VIIRS,n,1,281.14,2.16,N,2
28.051722,69.372353,303.4,0.5,0.41,2020-02-01,2123,N,VIIRS,n,1,277.76,1.07,N,2
26.094639,68.879265,296.65,0.51,0.41,2020-02-01,2123,N,VIIRS,n,1,283.16,0.53,N,2
25.156839,67.703598,301.64,0.46,0.39,2020-02-01,2124,N,VIIRS,n,1,284.4,0.95,N,0
25.156805,66.783775,298.3,0.43,0.38,2020-02-01,2124,N,VIIRS,n,1,286.62,0.74,N,0
24.806234,67.35276,298.05,0.45,0.39,2020-02-01,2124,N,VIIRS,n,1,286.49,0.86,N,3
25.160261,66.784492,298.86,0.43,0.38,2020-02-01,2124,N,VIIRS,n,1,287.09,0.64,N,0
25.052145,67.496101,311.16,0.45,0.39,2020-02-01,2124,N,VIIRS,n,1,288.16,1.59,N,2
25.140814,66.915627,310.15,0.43,0.38,2020-02-01,2124,N,VIIRS,n,1,289.52,1.58,N,2
24.439487,69.294708,341.29,0.4,0.37,2020-02-02,0837,N,VIIRS,n,1,310.02,1.98,D,0
26.566956,68.89254,346.97,0.4,0.37,2020-02-02,0838,N,VIIRS,n,1,301.22,15.99,D,0
