Year,Month,Day,Scan_start(UTC),Latitude,Longitude,FRP(MW),Confidence
2019,09,01,0044414,-11.2052,15.0012,8.48228,40
2019,09,01,0127217,-17.5839,177.529,18.3046,78
2019,09,01,0127217,-17.4826,177.838,9.78514,63
2019,09,01,0127217,-17.475,177.837,12.2203,72
2019,09,01,0120147,-45.223,170.326,74.4953,78
2019,09,01,0120147,-43.2918,171.772,37.5524,75
2019,09,01,0120147,-43.2918,171.759,23.3521,62
2019,09,01,0046068,-15.2898,19.5329,17.788,59
2019,09,01,0046068,-15.291,19.544,21.4804,70
2019,09,01,0046068,-15.6172,16.1623,10.5704,71
2019,09,01,0046068,-15.6329,15.38,22.1164,80
2019,09,01,0046068,-17.152,17.6479,12.2644,59
2019,09,01,0046068,-17.1529,17.6567,14.3771,66
2019,09,01,0046068,-17.1497,17.6491,13.7519,65
2019,09,01,0046068,-17.1506,17.6579,11.9637,54
2019,09,01,0027365,52.1573,10.3974,10.1921,66
2019,09,01,0027365,50.8763,16.8537,13.4009,89
2019,09,01,0027365,50.8681,16.852,13.3563,89
2019,09,01,0027365,50.8706,16.8459,22.9744,100
2019,09,01,0027365,50.8695,16.8573,7.40405,59
2019,09,01,0027365,45.0217,41.777,91.342,100
2019,09,01,0027365,48.1661,30.621,15.0208,83
2019,09,01,0027365,45.7606,38.4014,9.64339,34
2019,09,01,0027365,45.7619,38.3959,11.8951,60
2019,09,01,0027365,48.6079,21.1768,8.39168,78
2019,09,01,0029019,46.9343,18.9438,6.37573,62
2019,09,01,0029019,43.6722,24.5785,7.00458,59
2019,09,01,0030273,42.3689,20.2764,4.95669,54
2019,09,01,0030273,42.3675,20.2858,4.1439,35
2019,09,01,0030273,42.3558,20.224,12.1177,96
2019,09,01,0030273,42.3544,20.2337,5.11607,55
2019,09,01,0030273,42.3265,20.2358,6.11707,69
2019,09,01,0030273,41.4467,21.9444,15.7402,100
2019,09,01,0033181,30.5313,26.0796,26.8201,100
2019,09,01,0033181,31.5925,5.95899,13.7343,67
2019,09,01,0033181,29.2333,19.6956,19.1925,100
2019,09,01,0033181,28.913,20.9673,7.20768,74
2019,09,01,0033181,28.9016,20.9575,15.7249,100
2019,09,01,0033181,29.0751,19.0591,6.8185,76
2019,09,01,0033181,28.9117,19.7658,7.18874,75
2019,09,01,0033181,28.9102,19.7742,43.1995,100
2019,09,01,0033181,28.9083,19.7666,10.882,92
2019,09,01,0033181,28.9069,19.7751,46.6112,100
2019,09,01,0033181,27.9839,22.3255,22.3612,100
2019,09,01,0033181,29.9618,6.8742,8.90646,59
2019,09,01,0033181,29.9687,6.87796,7.71564,55
2019,09,01,0033181,29.7039,6.70917,27.4309,100
2019,09,01,0033181,27.5849,22.4003,10.3775,73
2019,09,01,0033181,29.1101,9.66403,15.6361,82
2019,09,01,0034435,28.6886,7.19055,11.4297,56
2019,09,01,0034435,28.6879,7.19837,8.43158,36
2019,09,01,0034435,28.6402,7.53358,9.38478,76
2019,09,01,0034435,28.6397,7.54092,5.13637,45
2019,09,01,0034435,28.6339,7.6138,6.79634,63
2019,09,01,0034435,28.6813,7.19197,19.6133,97
2019,09,01,0034435,28.6345,7.61571,7.8611,67
2019,09,01,0034435,28.6309,7.53459,8.0966,73
2019,09,01,0034435,26.7536,12.4105,11.6207,86
2019,09,01,0034435,26.7013,12.4556,8.03728,73
2019,09,01,0040251,5.56053,5.07337,27.3864,100
2019,09,01,0043160,-4.50841,15.6601,12.708,80
2019,09,01,0043160,-7.06395,13.7017,15.0121,80
2019,09,01,0151336,63.1133,134.343,12.342,72
2019,09,01,0152590,68.4352,145.783,8.5091,68
2019,09,01,0152590,68.4845,145.914,75.2394,100
2019,09,01,0152590,66.4516,134.705,32.3616,86
2019,09,01,0152590,66.5001,134.68,24.9006,82
2019,09,01,0152590,67.4633,136.446,11.6275,73
2019,09,01,0152590,67.4441,136.345,16.3672,75
2019,09,01,0152590,67.451,136.12,22.597,64
2019,09,01,0152590,67.4526,136.131,8.1443,46
2019,09,01,0152590,67.4483,136.116,17.3546,60
2019,09,01,0152590,67.5418,136.259,72.7876,94
2019,09,01,0152590,67.5375,136.244,156.01,87
2019,09,01,0152590,67.5332,136.23,24.0305,64
2019,09,01,0152590,67.529,136.215,81.1839,87
2019,09,01,0152590,67.5484,136.247,55.7288,73
2019,09,01,0152590,66.8707,133.885,8.61699,54
2019,09,01,0152590,69.2426,140.636,13.4217,75
2019,09,01,0152590,69.2382,140.617,11.1405,71
2019,09,01,0152590,68.1914,135.01,10.6285,72
2019,09,01,0152590,68.1978,134.996,7.53234,38
2019,09,01,0152590,68.196,134.99,9.55747,51
2019,09,01,0152590,68.3664,134.718,5.30837,39
2019,09,01,0152590,68.3985,134.792,23.7856,83
2019,09,01,0152590,68.3941,134.777,15.7838,49
2019,09,01,0152590,68.4084,134.789,6.79224,26
2019,09,01,0152590,68.4042,134.774,5.50744,34
2019,09,01,0152590,68.3998,134.759,7.67993,35
2019,09,01,0152590,68.2804,134.148,21.806,83
2019,09,01,0152590,67.925,133.001,6.81762,49
2019,09,01,0152590,68.3593,134.234,5.2808,21
2019,09,01,0152590,71.2814,144.62,37.7941,94
2019,09,01,0301149,-45.3612,170.224,6.17252,49
2019,09,01,0301149,-45.2348,170.339,10.0466,36
2019,09,01,0301149,-45.2274,170.336,9.94989,65
2019,09,01,0301149,-45.2922,169.746,9.39918,65
2019,09,01,0301149,-44.714,169.599,7.93468,61
2019,09,01,0301149,-44.3722,170.964,45.657,90
2019,09,01,0301149,-43.2928,171.777,8.4423,62
2019,09,01,0301149,-43.2851,171.772,26.6141,65
2019,09,01,0301149,-42.0777,173.289,16.6118,74
2019,09,01,0301149,-42.0808,173.277,22.753,79
2019,09,01,0301149,-42.0475,173.331,10.3782,54
2019,09,01,0301149,-41.8852,173.696,98.7239,98
2019,09,01,0301149,-41.9313,173.511,10.8762,59
2019,09,01,0301149,-41.8758,173.693,16.6961,72
2019,09,01,0305311,-31.5995,150.153,19.0786,84
2019,09,01,0305311,-29.2639,149.464,26.5251,65
2019,09,01,0306565,-29.2662,149.464,27.4823,87
2019,09,01,0306565,-29.3382,148.055,37.0477,87
2019,09,01,0306565,-29.3388,148.046,90.9417,98
2019,09,01,0306565,-28.0759,153.124,6.47615,58
2019,09,01,0306565,-28.0163,152.53,7.23455,51
2019,09,01,0306565,-28.0173,152.52,17.7328,80
2019,09,01,0306565,-27.5164,149.098,18.4887,81
2019,09,01,0306565,-27.517,149.091,20.5803,83
2019,09,01,0306565,-27.5075,149.098,12.9983,76
2019,09,01,0306565,-27.5081,149.091,33.3976,89
2019,09,01,0306565,-27.2145,149.791,20.8904,85
2019,09,01,0306565,-27.2151,149.785,13.6586,79
2019,09,01,0306565,-26.7901,152.559,18.5579,79
2019,09,01,0306565,-27.0024,150.076,24.3411,78
2019,09,01,0306565,-26.9966,150.082,24.3961,79
2019,09,01,0306565,-26.7994,147.434,39.104,87
2019,09,01,0306565,-26.8003,147.438,23.1993,73
2019,09,01,0306565,-26.801,147.428,25.1225,81
2019,09,01,0306565,-26.7885,147.437,18.2111,51
2019,09,01,0306565,-26.363,150.763,17.4461,73
2019,09,01,0306565,-25.4269,152.191,16.0662,79
2019,09,01,0306565,-25.4278,152.182,88.7337,100
2019,09,01,0306565,-25.4002,152.181,16.9599,80
2019,09,01,0308219,-22.6838,150.577,11.1289,69
2019,09,01,0308219,-21.438,148.4,12.0935,77
2019,09,01,0308219,-21.4387,148.393,41.4368,93
2019,09,01,0309473,-16.0865,144.28,88.8561,95
2019,09,01,0309473,-16.0875,144.27,138.176,100
2019,09,01,0309473,-16.0895,144.249,46.4182,77
2019,09,01,0309473,-16.0759,144.258,154.557,100
2019,09,01,0309473,-16.0769,144.248,58.6436,76
2019,09,01,0309473,-16.0841,144.282,61.2668,68
2019,09,01,0309473,-16.0852,144.271,163.979,75
2019,09,01,0309473,-16.0863,144.261,37.2016,63
2019,09,01,0309473,-16.0874,144.251,52.0166,66
2019,09,01,0309473,-16.0736,144.26,143.525,99
2019,09,01,0309473,-16.0747,144.249,82.8721,93
2019,09,01,0309473,-16.0092,144.391,21.9159,66
2019,09,01,0309473,-15.9967,144.39,20.3566,53
2019,09,01,0309473,-15.9884,144.346,21.5556,77
2019,09,01,0309473,-15.7448,145.235,11.9541,48
2019,09,01,0311127,-14.0366,143.182,19.959,70
2019,09,01,0311127,-13.1469,142.898,13.2791,46
2019,09,01,0311127,-13.1482,142.885,11.3582,35
2019,09,01,0311127,-13.1491,142.902,9.36317,52
2019,09,01,0311127,-13.1504,142.889,21.2049,71
2019,09,01,0311127,-12.7907,143.299,18.5569,53
2019,09,01,0311127,-12.7902,143.302,16.91,66
2019,09,01,0311127,-12.7914,143.291,15.1748,64
2019,09,01,0311127,-11.1043,142.543,84.1031,89
2019,09,01,0311127,-11.1055,142.531,26.1999,61
2019,09,01,0311127,-11.106,142.547,57.897,82
2019,09,01,0311127,-11.1073,142.535,59.3185,83
2019,09,01,0311127,-10.7748,142.451,26.4941,59
2019,09,01,0311127,-10.7762,142.439,37.7428,72
2019,09,01,0311127,-9.86177,149.468,6.15258,69
2019,09,01,0311127,-9.82676,149.663,5.19362,61
2019,09,01,0311127,-9.82768,149.656,19.9716,85
2019,09,01,0311127,-9.70533,149.518,8.05851,74
2019,09,01,0311127,-9.70631,149.511,5.19841,51
2019,09,01,0311127,-9.69876,149.517,10.247,59
2019,09,01,0311127,-9.6721,149.647,6.94558,78
2019,09,01,0311127,-9.65778,149.69,37.6782,94
2019,09,01,0311127,-9.6588,149.682,11.8582,84
2019,09,01,0311127,-9.65582,149.645,12.4892,84
2019,09,01,0311127,-9.62076,149.476,8.15339,76
2019,09,01,0311127,-9.61255,149.474,21.2831,82
2019,09,01,0311127,-9.64615,148.75,2.9989,20
2019,09,01,0311127,-9.6473,148.742,64.2415,96
2019,09,01,0311127,-9.58083,148.64,11.8299,53
2019,09,01,0311127,-9.33286,149.16,11.7486,73
2019,09,01,0311127,-10.1372,142.284,32.9903,66
2019,09,01,0311127,-9.17476,149.24,8.7666,68
2019,09,01,0312381,-8.4913,151.065,35.0247,89
2019,09,01,0312381,-8.74373,141.951,99.9735,70
2019,09,01,0312381,-8.74719,141.958,102.425,81
2019,09,01,0312381,-8.74865,141.947,53.0482,73
2019,09,01,0312381,-8.07327,142.812,8.17946,31
2019,09,01,0312381,-7.93462,140.427,17.4469,44
2019,09,01,0312381,-6.66625,146.769,9.0729,70
2019,09,01,0312381,-6.66764,146.759,10.4803,72
2019,09,01,0312381,-6.53983,146.623,10.1414,68
2019,09,01,0312381,-6.44916,146.717,7.20385,37
2019,09,01,0312381,-6.44808,146.72,9.21516,46
2019,09,01,0312381,-6.26143,145.265,5.13511,62
2019,09,01,0312381,-5.533,146.042,5.64965,53
2019,09,01,0312381,-5.84172,143.321,12.9087,65
2019,09,01,0312381,-5.84411,143.322,12.2331,65
2019,09,01,0214183,31.6656,6.05983,13.6043,64
2019,09,01,0214183,31.5943,5.96119,12.1543,53
2019,09,01,0214183,28.6791,7.19028,15.688,39
2019,09,01,0205459,61.2147,0.75325,18.9318,100
2019,09,01,0207113,50.8736,16.8552,10.2875,46
2019,09,01,0208367,52.1544,10.4039,8.1177,59
2019,09,01,0208367,49.3514,6.73123,9.43315,49
2019,09,01,0208367,49.3483,6.7398,12.7226,70
2019,09,01,0210021,43.4427,4.89656,10.1466,75
2019,09,01,0211275,40.256,-5.82548,30.2183,100
2019,09,01,0211275,40.2546,-5.81603,11.1754,92
2019,09,01,0212529,35.2453,-5.11755,11.7214,97
2019,09,01,0212529,35.24,-5.12745,6.37847,76
2019,09,01,0212529,35.2387,-5.11915,42.1879,100
2019,09,01,0212529,35.2242,-5.11422,29.8151,100
2019,09,01,0331066,54.7845,117.208,14.5275,68
2019,09,01,0331066,54.8976,117.304,11.6012,42
2019,09,01,0331066,54.8974,117.294,9.44886,45
2019,09,01,0331066,55.3617,117.859,9.56637,54
2019,09,01,0331066,55.3582,117.848,9.10517,37
2019,09,01,0331066,55.4928,117.883,6.92067,36
2019,09,01,0331066,55.6712,117.49,21.9769,75
2019,09,01,0331066,55.4119,116.684,9.42869,52
2019,09,01,0331066,55.387,116.572,10.0355,42
2019,09,01,0331066,55.6784,117.492,14.0925,46
2019,09,01,0331066,55.6745,117.48,21.8994,52
2019,09,01,0331066,55.3909,116.579,9.32193,50
2019,09,01,0331066,55.943,117.945,19.4713,79
2019,09,01,0331066,55.9398,117.935,12.7151,71
2019,09,01,0331066,55.7276,116.757,7.25723,41
2019,09,01,0331066,55.7454,116.693,21.4938,68
2019,09,01,0332320,63.1141,134.363,8.18874,30
2019,09,01,0332320,63.112,134.347,35.441,93
2019,09,01,0332320,63.1299,134.319,6.9764,37
2019,09,01,0332320,63.1917,134.519,9.65368,75
2019,09,01,0332320,61.5394,113.157,29.5598,78
2019,09,01,0332320,61.5401,113.175,27.5818,58
2019,09,01,0332320,61.5336,113.155,9.29138,25
2019,09,01,0332320,66.4441,134.705,11.4935,65
2019,09,01,0332320,66.442,134.686,13.1025,71
2019,09,01,0332320,66.4532,134.72,38.6631,93
2019,09,01,0332320,66.451,134.7,136.77,100
2019,09,01,0332320,66.495,134.692,7.9533,59
2019,09,01,0332320,66.5019,134.687,30.8061,90
2019,09,01,0332320,66.5056,134.678,21.8455,85
2019,09,01,0332320,66.4834,131.79,8.34968,49
2019,09,01,0332320,66.481,131.771,14.0376,79
2019,09,01,0332320,66.7734,133.535,20.3858,54
2019,09,01,0332320,66.7802,133.53,11.7709,40
2019,09,01,0332320,66.778,133.51,14.9989,54
2019,09,01,0332320,65.7041,126.01,8.6794,72
2019,09,01,0332320,66.8103,133.479,12.7901,32
2019,09,01,0332320,66.8728,133.897,6.21084,60
2019,09,01,0332320,66.8705,133.877,11.0601,74
2019,09,01,0332320,65.7378,126.006,5.31277,56
2019,09,01,0332320,65.735,125.99,11.8816,79
2019,09,01,0332320,66.8374,133.522,129.196,100
2019,09,01,0332320,66.8352,133.503,23.9053,71
2019,09,01,0332320,66.842,133.497,23.5171,69
2019,09,01,0332320,65.7654,125.995,6.19728,63
2019,09,01,0405163,-2.53509,-48.1234,37.4194,100
2019,09,01,0406417,-5.19158,-37.8787,13.6744,93
2019,09,01,0406417,-6.2989,-41.5711,4.70607,66
2019,09,01,0406417,-6.85214,-41.4949,8.88214,88
2019,09,01,0406417,-7.22323,-39.1998,4.80133,54
2019,09,01,0406417,-7.22341,-39.1986,4.7682,54
2019,09,01,0406417,-7.32303,-43.5855,12.6043,100
2019,09,01,0406417,-7.50533,-42.8398,4.1269,29
2019,09,01,0406417,-7.39716,-43.6053,6.37278,80
2019,09,01,0406417,-7.40194,-43.5754,4.8044,73
2019,09,01,0406417,-6.48272,-49.7184,20.5134,87
2019,09,01,0406417,-6.4861,-49.7262,15.8624,77
2019,09,01,0406417,-7.5592,-44.3029,10.7214,90
2019,09,01,0406417,-7.56048,-44.295,7.92036,80
2019,09,01,0406417,-6.61445,-50.5766,7.30764,57
2019,09,01,0406417,-7.60436,-44.916,24.3158,100
2019,09,01,0406417,-7.79255,-46.2638,16.0012,91
2019,09,01,0406417,-7.9266,-47.1956,6.19168,60
2019,09,01,0408071,-7.56819,-50.9512,7.54394,64
2019,09,01,0408071,-9.43799,-40.3209,12.1791,95
2019,09,01,0408071,-8.9641,-44.8485,11.33,89
2019,09,01,0408071,-8.93223,-50.9083,7.83197,70
2019,09,01,0408071,-9.51242,-48.0809,11.2643,81
2019,09,01,0408071,-9.53789,-48.0855,7.81273,65
2019,09,01,0408071,-10.2626,-44.2001,12.9403,100
2019,09,01,0408071,-10.2718,-44.1863,5.32323,70
2019,09,01,0408071,-10.6498,-45.4412,15.0082,94
2019,09,01,0408071,-10.9249,-47.9979,6.75466,43
2019,09,01,0408071,-10.9263,-47.99,16.6008,100
2019,09,01,0408071,-10.9276,-47.9823,11.073,70
2019,09,01,0408071,-10.9344,-47.992,7.60229,26
2019,09,01,0408071,-10.5737,-50.4857,15.0029,73
2019,09,01,0408071,-11.0906,-47.8127,5.84169,65
2019,09,01,0408071,-11.1286,-47.8799,7.45832,78
2019,09,01,0408071,-11.0411,-49.8709,14.1956,79
2019,09,01,0408071,-10.9478,-50.691,19.1163,81
2019,09,01,0408071,-11.1126,-49.9116,19.0336,89
2019,09,01,0408071,-11.6837,-46.7066,10.8215,80
2019,09,01,0408071,-11.1905,-49.694,10.3671,64
2019,09,01,0408071,-11.8003,-46.8406,9.98777,82
2019,09,01,0408071,-11.802,-46.8309,15.7012,96
2019,09,01,0408071,-12.1369,-48.2986,15.4182,97
2019,09,01,0408071,-12.0251,-51.3808,6.19143,55
2019,09,01,0409326,-13.0846,-49.0263,10.5259,80
2019,09,01,0409326,-13.0876,-49.0267,8.49497,35
2019,09,01,0409326,-12.9872,-51.4881,11.5178,52
2019,09,01,0409326,-13.0531,-51.1436,29.0617,99
2019,09,01,0409326,-15.885,-42.6568,13.9765,99
2019,09,01,0409326,-15.0991,-49.4771,6.50544,45
2019,09,01,0409326,-14.6209,-52.0372,9.57337,80
2019,09,01,0409326,-14.622,-52.0312,43.5207,100
2019,09,01,0409326,-14.6232,-52.0253,22.9136,100
2019,09,01,0409326,-15.4023,-47.982,10.2263,73
2019,09,01,0409326,-15.404,-47.9722,18.6737,96
2019,09,01,0409326,-15.3257,-48.6976,49.9941,100
2019,09,01,0409326,-15.327,-48.6905,7.04139,66
2019,09,01,0409326,-16.0608,-47.6275,29.3856,100
2019,09,01,0409326,-16.0624,-47.6182,6.03755,29
2019,09,01,0409326,-15.2097,-52.6652,6.59154,54
2019,09,01,0409326,-15.2098,-52.6659,7.18105,58
2019,09,01,0409326,-15.2966,-52.8248,10.766,84
2019,09,01,0409326,-15.2266,-56.0308,11.7118,49
2019,09,01,0409326,-17.433,-44.6071,24.5496,100
2019,09,01,0409326,-17.4408,-44.6009,6.34219,77
2019,09,01,0409326,-17.442,-44.5937,34.4795,100
2019,09,01,0409326,-17.4976,-44.2452,5.895,69
2019,09,01,0409326,-17.4475,-44.6021,8.96404,91
2019,09,01,0409326,-17.4487,-44.5948,30.0026,100
2019,09,01,0409326,-17.4542,-44.6033,18.0363,100
2019,09,01,0409326,-17.4553,-44.596,59.6414,100
2019,09,01,0409326,-17.4565,-44.5887,50.2764,100
2019,09,01,0409326,-17.5874,-44.4914,10.9601,94
2019,09,01,0409326,-16.9835,-49.3066,17.4284,100
2019,09,01,0409326,-17.6278,-46.6076,8.14056,74
2019,09,01,0409326,-17.6286,-46.6065,7.39716,69
2019,09,01,0409326,-18.4827,-43.3837,7.45105,73
2019,09,01,0409326,-18.9396,-41.9366,6.47816,63
2019,09,01,0410580,-19.748,-43.5443,58.9003,100
2019,09,01,0410580,-19.7104,-43.9274,5.26916,59
2019,09,01,0410580,-19.1735,-47.5462,25.1554,100
2019,09,01,0410580,-19.6648,-46.0888,6.2749,53
2019,09,01,0410580,-19.6677,-46.0964,6.08376,53
2019,09,01,0410580,-19.6689,-46.0888,9.35556,86
2019,09,01,0410580,-20.5697,-42.1438,6.64485,58
2019,09,01,0410580,-20.3966,-43.9047,4.71084,33
2019,09,01,0410580,-20.6649,-43.1832,21.2263,100
2019,09,01,0410580,-20.6717,-43.1844,6.16128,58
2019,09,01,0410580,-20.5603,-44.023,12.1014,93
2019,09,01,0410580,-20.989,-42.6259,6.06446,63
2019,09,01,0410580,-20.9959,-42.627,10.7933,89
2019,09,01,0410580,-21.1841,-41.8101,15.7667,98
2019,09,01,0410580,-21.189,-41.8087,11.8861,87
2019,09,01,0410580,-20.9429,-43.9105,5.65758,55
2019,09,01,0410580,-20.7515,-45.2732,5.60762,62
2019,09,01,0410580,-20.5887,-46.5481,4.81606,50
2019,09,01,0410580,-21.5983,-42.2294,31.7294,100
2019,09,01,0410580,-21.5995,-42.2208,6.35152,62
2019,09,01,0410580,-21.1238,-47.0098,4.33238,33
2019,09,01,0410580,-21.204,-46.6754,12.4912,93
2019,09,01,0410580,-21.447,-45.9494,4.22602,41
2019,09,01,0410580,-21.4537,-45.9506,14.3599,100
2019,09,01,0410580,-21.4604,-45.9519,13.9749,100
2019,09,01,0410580,-21.029,-49.875,37.9692,100
2019,09,01,0410580,-22.2465,-42.4219,10.6228,82
2019,09,01,0410580,-21.5444,-48.0139,11.4998,87
2019,09,01,0410580,-22.4359,-43.761,4.23408,40
2019,09,01,0410580,-22.256,-45.6775,8.93476,81
2019,09,01,0410580,-21.9128,-48.1889,31.4026,100
2019,09,01,0410580,-21.9143,-48.1801,15.8789,99
2019,09,01,0410580,-22.7436,-42.972,4.14065,41
2019,09,01,0410580,-21.9185,-48.189,46.5107,100
2019,09,01,0410580,-21.92,-48.1803,31.4412,100
2019,09,01,0410580,-21.9216,-48.1716,4.47338,23
2019,09,01,0453383,-8.06754,139.78,15.3817,74
2019,09,01,0453383,-8.10732,139.369,11.4751,71
2019,09,01,0453383,-8.10599,139.371,15.2246,57
2019,09,01,0453383,-8.32806,137.743,8.5444,73
2019,09,01,0453383,-8.14011,137.954,8.23883,71
2019,09,01,0453383,-8.14038,137.952,9.01557,51
2019,09,01,0453383,-8.07554,138.013,28.9684,88
2019,09,01,0453383,-8.07669,138.007,9.59144,73
2019,09,01,0453383,-8.04524,138.123,32.8573,89
2019,09,01,0453383,-8.03347,138.127,7.16259,61
2019,09,01,0453383,-8.05799,137.99,7.69568,68
2019,09,01,0453383,-7.81414,139.146,10.6602,71
2019,09,01,0453383,-7.84327,138.843,8.35653,42
2019,09,01,0453383,-7.8446,138.836,6.75625,26
2019,09,01,0453383,-7.8308,138.849,6.96529,39
2019,09,01,0453383,-7.83213,138.841,13.7343,76
2019,09,01,0453383,-10.1832,123.818,8.90226,70
2019,09,01,0453383,-10.1843,123.81,9.41663,70
2019,09,01,0453383,-7.96466,137.912,15.6805,81
2019,09,01,0453383,-7.9658,137.906,10.7544,74
2019,09,01,0453383,-7.86635,137.92,12.4154,77
2019,09,01,0453383,-7.86748,137.913,18.9064,83
2019,09,01,0453383,-7.66818,138.835,6.89311,39
2019,09,01,0453383,-7.83374,137.921,8.69403,47
2019,09,01,0453383,-7.657,138.833,8.44563,59
2019,09,01,0453383,-7.66487,138.835,12.2699,56
2019,09,01,0453383,-7.66617,138.827,7.16646,50
2019,09,01,0453383,-9.95543,123.724,21.6859,83
2019,09,01,0453383,-7.48346,138.991,12.7612,74
2019,09,01,0453383,-7.48484,138.983,9.05491,69
2019,09,01,0453383,-9.86899,123.697,9.23379,69
2019,09,01,0453383,-10.1734,120.203,5.23911,47
2019,09,01,0453383,-9.65773,124.046,12.4647,80
2019,09,01,0453383,-10.1771,120.202,6.27558,60
2019,09,01,0453383,-10.033,120.568,17.7526,79
2019,09,01,0453383,-10.0337,120.562,12.8713,74
2019,09,01,0453383,-10.0342,120.568,14.1934,57
2019,09,01,0453383,-10.035,120.562,12.221,55
2019,09,01,0453383,-9.52262,123.945,7.18241,62
2019,09,01,0453383,-9.99427,120.204,9.64618,72
2019,09,01,0453383,-9.47271,124.126,5.53572,63
2019,09,01,0453383,-9.98155,120.04,6.76195,49
2019,09,01,0453383,-9.44941,124.001,6.36114,58
2019,09,01,0453383,-9.95588,120.014,8.9019,67
2019,09,01,0453383,-9.83419,120.629,12.9775,67
2019,09,01,0453383,-9.30954,124.531,10.1934,73
2019,09,01,0453383,-9.85892,120.171,7.53406,52
2019,09,01,0453383,-9.20385,125.069,8.09354,63
2019,09,01,0453383,-9.85965,120.276,10.47,50
2019,09,01,0453383,-9.86256,120.171,8.5715,70
2019,09,01,0453383,-9.19808,124.849,12.4179,77
2019,09,01,0453383,-9.03454,125.733,9.70437,68
2019,09,01,0453383,-9.79058,120.045,7.97012,71
2019,09,01,0453383,-6.8477,139.148,11.2198,49
2019,09,01,0453383,-8.9643,126.175,16.1438,60
2019,09,01,0453383,-9.08043,125.185,63.0445,97
2019,09,01,0453383,-9.08105,125.187,15.8033,71
2019,09,01,0453383,-9.08239,125.178,10.1294,69
2019,09,01,0453383,-9.07347,125.185,35.6381,91
2019,09,01,0453383,-9.07476,125.176,23.1097,86
2019,09,01,0453383,-6.84784,139.147,10.0404,37
2019,09,01,0453383,-6.83627,139.145,9.34913,41
2019,09,01,0453383,-6.83769,139.137,12.3796,69
2019,09,01,0453383,-6.69144,139.35,16.8454,54
2019,09,01,0453383,-6.69298,139.342,44.7094,66
2019,09,01,0453383,-8.86142,125.855,6.39119,51
2019,09,01,0453383,-6.69501,139.343,48.7228,89
2019,09,01,0453383,-6.69649,139.335,11.2101,49
2019,09,01,0453383,-9.71832,119.285,24.1518,80
2019,09,01,0453383,-8.92499,125.146,16.6418,82
2019,09,01,0453383,-9.60687,120.076,11.8501,72
2019,09,01,0453383,-9.60774,120.069,12.3012,73
2019,09,01,0453383,-9.65157,119.723,7.12708,48
2019,09,01,0453383,-9.67752,119.333,9.70464,61
2019,09,01,0453383,-6.65916,138.869,8.6699,67
2019,09,01,0453383,-6.60695,139.031,8.59119,63
2019,09,01,0453383,-6.60838,139.023,10.6536,70
2019,09,01,0453383,-8.74721,125.689,7.32358,69
2019,09,01,0453383,-9.62413,119.187,6.86828,46
2019,09,01,0453383,-8.67777,126.121,5.88107,66
2019,09,01,0453383,-8.66585,126.152,5.85797,68
2019,09,01,0453383,-8.76753,125.277,17.3261,81
2019,09,01,0453383,-8.64769,126.073,10.5773,78
2019,09,01,0453383,-8.66191,125.973,29.7587,90
2019,09,01,0453383,-8.64048,126.072,5.73916,41
2019,09,01,0453383,-8.19486,128.979,5.62947,32
2019,09,01,0453383,-8.5961,126.294,7.62856,72
2019,09,01,0453383,-8.74209,125.189,10.2174,72
2019,09,01,0453383,-8.64016,125.738,7.54727,65
2019,09,01,0453383,-8.6414,125.729,19.949,82
2019,09,01,0453383,-8.70066,125.316,9.72107,63
2019,09,01,0453383,-8.70199,125.307,28.36,87
2019,09,01,0453383,-9.48732,119.432,5.03002,43
2019,09,01,0453383,-9.48826,119.425,4.67437,36
2019,09,01,0453383,-8.52946,126.251,12.5722,79
2019,09,01,0453383,-8.53519,125.871,6.1409,58
2019,09,01,0453383,-6.2729,138.972,8.24703,65
2019,09,01,0453383,-8.32293,124.667,17.3125,59
2019,09,01,0453383,-8.3073,124.665,15.1776,49
2019,09,01,0453383,-7.28906,131.445,18.9326,0
2019,09,01,0453383,-8.30226,124.667,18.7065,80
2019,09,01,0453383,-8.59073,121.053,17.2778,57
2019,09,01,0453383,-9.00216,117.283,11.9922,44
2019,09,01,0453383,-9.00362,117.271,206.93,100
2019,09,01,0453383,-9.00483,117.261,33.0072,80
2019,09,01,0453383,-7.71813,126.342,10.9352,80
2019,09,01,0453383,-7.73908,126.101,7.77886,70
2019,09,01,0453383,-8.91805,117.22,7.97431,34
2019,09,01,0453383,-8.349,117.95,11.2385,63
2019,09,01,0453383,-8.35039,117.939,7.08733,41
2019,09,01,0455037,-5.3828,122.703,7.27109,68
2019,09,01,0455037,-5.50795,119.669,3.40942,57
2019,09,01,0455037,-5.50895,119.662,3.71796,59
2019,09,01,0455037,-5.46062,119.703,5.673,50
2019,09,01,0455037,-5.46001,119.71,4.96316,19
2019,09,01,0455037,-5.46106,119.703,6.92738,39
2019,09,01,0455037,-5.04801,122.47,21.0342,83
2019,09,01,0455037,-5.1242,119.752,3.90562,40
2019,09,01,0455037,-5.10571,119.724,10.242,73
2019,09,01,0455037,-3.12708,130.445,24.2858,61
2019,09,01,0455037,-3.13925,130.367,7.69087,39
2019,09,01,0455037,-4.36947,122.033,5.36705,46
2019,09,01,0455037,-3.11253,130.443,19.699,70
2019,09,01,0455037,-3.11041,130.363,38.5365,94
2019,09,01,0455037,-4.36892,122.034,5.35886,60
2019,09,01,0455037,-3.0856,130.062,56.6121,99
